,Host,3/12,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,💎,💎 Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,💎 Last 30,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Days Month,Hours Month,Rewards Month,Link
23,7497777597393190929,stefanielauryn415,GO,1,12,@stefanielauryn415,,CARRINGTON,110,Y,1.00,10,117%,11,1,20,30,10,"393,835","1,017,407",4,"1,600,000","1,206,165",Down,6,,"1,008,968","1,020,019","1,239,134",3,2,66,"115,800","74,000","41,800",1x,"41,800",18,60,0,https://www.tiktok.com/@stefanielauryn415
21,7359135283092226053,oregonstargirl,GO,1,35,@oregonstargirl,,CARRINGTON,46,Y,1.00,11,129%,11,0,28,30,2,"408,760","1,055,963",4,"1,600,000","1,191,240",Down,6,,"1,503,841","1,531,102","1,579,057",4,6,78,"1,155,500","1,155,500",0,2x,0,22,80,"35,000",https://www.tiktok.com/@oregonstargirl
24,7359136363951816710,rockylanemusic,GO,2,30,@rockylane,Music,CARRINGTON,195,Y,1.00,12,141%,15,3,33,40,7,"368,865","952,901",4,"1,600,000","1,231,135",Down,6,,"1,205,787","1,339,912","1,342,827",4,4,76,"1,076,364","1,072,864","3,500",2x,"3,500",22,80,"14,000",https://www.tiktok.com/@rockylanemusic
25,7359135998355472389,brayden.pantel,GO,,32,@brayden.pantel,,CARRINGTON,188,Y,1.00,3,35%,7,4,7,15,8,"349,131","901,922",4,"1,600,000","1,250,869",Down,6,,"1,249,912","1,482,249","2,512,304",-1,0,50,"65,000","75,000","-10,000",1x,0,8,20,0,https://www.tiktok.com/@brayden.pantel
30,7359136287120719877,redrumstudios,GO,1,31,@.ghostt72,,BRYTON,147,Y,1.00,9,106%,11,2,58,30,-28,"292,199","754,847",3,"200,000","-92,199",Up,2,,"378,845","105,356","2,994",2,-1,29,"4,000",0,"4,000",-,0,15,40,0,https://www.tiktok.com/@redrumstudios
26,7359135268521246726,thetrapviolinist,GO,,35,@thetrapviolinist,Music,CARRINGTON,"1,161",Y,1.00,6,70%,7,1,9,15,6,"339,844","877,930",4,"1,000,000","660,156",Down,5,,"754,443","504,310","326,036",0,-1,37,"189,000","127,000","62,000",1x,"62,000",8,20,"4,000",https://www.tiktok.com/@thetrapviolinist
29,7359135408745447429,b.herbz,GO,,34,@b.herb,,CARRINGTON,30,Y,1.00,5,59%,7,2,13,15,2,"299,440","773,553",3,"500,000","200,560",Down,4,,"539,784","395,806","448,700",0,1,37,"99,150","99,150",0,1x,0,8,20,0,https://www.tiktok.com/@b.herbz
32,7359136272692117509,koryskitchen,GO,1,31,@koryskitchen,Food,CARRINGTON,59,Y,1.00,11,129%,11,0,26,30,4,"287,514","742,745",3,"1,000,000","712,486",Down,5,,"741,482","619,960","459,866",3,3,57,"95,750","45,000","6,250",1x,"6,250",18,60,0,https://www.tiktok.com/@koryskitchen
28,7387268256991657985,titancosplays,GO,2,6,@wolfclanz,,CARRINGTON,88,Y,1.00,12,141%,15,3,63,40,-23,"299,487","773,675",3,"1,000,000","700,513",Down,5,,"763,992","671,705","245,249",5,2,62,"31,000","2,000","29,000",1x,"29,000",22,80,"1,000",https://www.tiktok.com/@titancosplays
27,7359134961959632902,thecyrilia,GO,,39,@thecyrilia,Music,CARRINGTON,687,Y,1.00,5,59%,7,2,20,15,-5,"299,959","774,894",3,"3,000,000","2,700,041",Down,7,,"1,425,088","1,692,837","2,104,021",2,6,70,"929,850","836,500","93,350",2x,"93,350",15,40,0,https://www.tiktok.com/@thecyrilia
33,7391438796933546001,mirsowavy,GO,2,8,@shifty0157,Gaming,CARRINGTON,58,Y,1.00,12,141%,15,3,74,40,-34,"265,795","686,637",3,"1,000,000","734,205",Down,5,,"730,330","517,352","368,966",5,5,66,"5,000",0,"5,000",1x,"5,000",22,80,"5,000",https://www.tiktok.com/@mirsowavy
31,7359135698651217926,mystiquedejello,GO,0,33,@mystiquedejello,,CARRINGTON,"2,118",Y,1.00,7,82%,8,1,26,20,-6,"291,345","752,641",3,"1,000,000","708,655",Down,5,,"666,541","655,346","574,136",1,0,42,"15,425","1,000","14,425",1x,"14,425",11,30,0,https://www.tiktok.com/@mystiquedejello
34,7359135407352610822,burnt.tatertot,GO,1,34,@burnt.tatertot,Gaming,CARRINGTON,24,Y,1.00,8,94%,11,3,23,30,7,"263,851","681,615",3,"1,600,000","1,336,149",Down,6,,"1,103,728","1,329,052","735,549",6,5,75,"130,000","108,000","22,000",2x,"22,000",22,80,0,https://www.tiktok.com/@burnt.tatertot
36,7451090481020321808,growandglowasmr,GO,1,16,@growandglowasmr,ASMR,BRYTON + CARRINGTON,280,Y,1.00,10,117%,11,1,43,30,-13,"244,871","632,583",3,"1,000,000","755,129",Down,5,,"667,083","641,272","595,296",5,5,68,"303,500","273,500","32,500",1x,"32,500",22,80,0,https://www.tiktok.com/@growandglowasmr
37,7554552006812188727,imjustnicob,GO,2,7,@imjustnico.,Gaming,BRYTON + CARRINGTON,198,Y,1.00,11,129%,15,4,66,40,-26,"230,347","595,063",3,"1,000,000","769,653",Down,5,,"784,658","976,773","1,175,237",5,6,75,"119,000","119,000",0,2x,0,22,80,0,https://www.tiktok.com/@imjustnicob
38,7581605738645078071,jordan.borges,GO,2,4,@jordan.borges,,DYLAN + CARRINGTON,240,Y,1.00,11,129%,15,4,69,40,-29,"228,636","590,643",3,"500,000","271,364",Down,4,,"573,435","439,792","431,151",5,5,65,"22,000","17,000","5,000",1x,"5,000",22,80,"3,000",https://www.tiktok.com/@jordan.borges
41,7359134984718024709,cpayne_04,GO,,38,@cpayne_04,,CARRINGTON,108,Y,1.00,7,82%,7,0,13,15,2,"216,439","559,134",3,"300,000","83,561",Down,3,,"338,651","209,042","396,884",0,1,35,"26,625","26,000",625,1x,625,8,20,0,https://www.tiktok.com/@cpayne_04
35,7359134875733000198,maiazakay,GO,,40,@maiazakay,Music,MARCO,98,Y,1.00,5,59%,7,2,11,15,4,"258,951","668,957",3,"300,000","41,049",Down,3,,"422,151","268,133","3,098",0,-1,25,"61,000","46,000","15,000",-,0,8,20,"5,000",https://www.tiktok.com/@maiazakay
42,7359137631822708741,sam_g_89,GO,1,28,@sam_g_89,Gaming,BRYTON + CARRINGTON,47,Y,1.00,9,106%,11,2,27,30,3,"215,999","557,997",3,"1,000,000","784,001",Down,5,,"633,084","613,809","399,965",3,4,59,"633,500","627,500","6,000",1x,"6,000",18,60,0,https://www.tiktok.com/@sam_g_89
39,7608338554233602062,deearnnap,GO,2,2,@deepenn43,,CARRINGTON,"2,017",Y,1.00,12,141%,15,3,40,40,0,"221,259","571,586",3,"200,000","-21,259",Up,2,✪,"311,627","90,368",,4,,36,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@deearnnap
43,7359137269107916806,metalkitten2,GO,0,28,@mistressmetalkitten,,CARRINGTON,577,Y,1.00,7,82%,8,1,24,20,-4,"207,287","535,491",3,"1,000,000","792,713",Down,5,,"712,716","541,306","147,471",2,0,38,"14,000",0,"14,000",1x,"14,000",15,40,0,https://www.tiktok.com/@metalkitten2
44,7359136672245809158,natalianope,GO,,30,@nataliejoke,Music,CARRINGTON,27,Y,1.00,5,59%,7,2,14,15,1,"176,590","456,191",2,"500,000","323,410",Down,4,,"592,257","484,600","628,757",0,2,38,"750,450","745,450","5,000",1x,"5,000",8,20,"2,000",https://www.tiktok.com/@natalianope
40,7359135281678712838,blakeslifeline,GO,1,35,@daddyblake03,,CARRINGTON,340,Y,1.00,9,106%,11,2,23,30,7,"217,143","560,953",3,"500,000","282,857",Down,4,,"410,573","352,402","351,595",2,1,44,"260,750","105,000","155,750",1x,"155,750",15,40,0,https://www.tiktok.com/@blakeslifeline
48,7359134507833982981,loisa_asmr,GO,,47,@loisa8427,ASMR,LEVI,224,Y,1.00,1,12%,7,6,3,15,12,"155,256","401,078",2,"100,000","-55,256",Down,1,✧,"175,145","67,527","153,405",-1,-1,15,"32,500","12,000","20,500",-,0,8,20,0,https://www.tiktok.com/@loisa_asmr
47,7595776572192243726,muthafknsid,GO,1,3,@sid13md.,,BRYTON + CARRINGTON,309,Y,1.00,9,106%,11,2,69,30,-39,"156,303","403,783",2,"300,000","143,697",Down,3,✧,"339,113","276,018","148,034",5,5,54,"7,000","7,000",0,1x,0,22,80,"2,000",https://www.tiktok.com/@muthafknsid
45,7555294248464039991,follow_the_breeze,GO,1,7,@brianna_the_breeze,Music,CARRINGTON,124,Y,1.00,8,94%,11,3,28,30,2,"168,508","435,312",2,"1,000,000","831,492",Down,5,,"780,091","851,833","752,245",5,5,67,"42,500","38,500","4,000",1x,"4,000",22,80,"4,000",https://www.tiktok.com/@follow_the_breeze
51,7527045326104985617,jordananthonymusic,GO,,9,@itsjordananthony,Music,LEVI,269,Y,1.00,5,59%,7,2,13,15,2,"148,223","382,909",2,"500,000","351,777",Down,4,,"436,678","318,094","42,735",1,-1,24,"2,000",0,"2,000",-,0,11,30,0,https://www.tiktok.com/@jordananthonymusic
46,7454359110578864145,alliemsx,GO,0,16,@alliems,Gaming,CARRINGTON,48,Y,1.00,7,82%,8,1,28,20,-8,"167,201","431,936",2,"500,000","332,799",Down,4,,"430,978","356,731","535,672",5,5,60,"237,000","236,500",500,1x,500,22,80,0,https://www.tiktok.com/@alliemsx
53,7359134981857280006,averynoelles,GO,,38,@averyszabo,,CARRINGTON,21,Y,1.00,7,82%,7,0,11,15,4,"135,256","349,411",2,"500,000","364,744",Down,4,,"419,706","417,517","422,251",1,2,37,"19,375",0,"14,375",1x,"14,375",11,30,0,https://www.tiktok.com/@averynoelles
52,7359135762769608710,mistresswednesday13,GO,,33,@mistresswednesday,,CARRINGTON,78,Y,1.00,5,59%,7,2,19,15,-4,"142,972","369,344",2,"500,000","357,028",Down,4,,"412,854","358,474","193,911",2,0,32,"6,500","6,500",0,1x,0,15,40,0,https://www.tiktok.com/@mistresswednesday13
54,7359134456151867397,luke.h.reynoldsmusic,GO,2,50,@lukereynoldsmusic,Music,CARRINGTON,134,Y,1.00,12,141%,15,3,35,40,5,"131,883","340,698",2,"200,000","68,117",-,2,,"226,143","101,630","848,108",1,2,36,"142,500","142,500",0,1x,0,11,30,"11,000",https://www.tiktok.com/@luke.h.reynoldsmusic
50,7359134813120659461,jeremiahboutross,GO,2,41,@jeremiahboutross,Gaming,CARRINGTON,78,Y,1.00,12,141%,15,3,56,40,-16,"148,487","383,591",2,"1,000,000","851,513",Down,5,,"636,067","758,627","162,773",5,5,59,"138,100","131,100","7,000",1x,"7,000",22,80,0,https://www.tiktok.com/@jeremiahboutross
58,7539009437726720013,damoyee,GO,,8,@damoyee,Music,CARRINGTON,439,Y,1.00,4,47%,7,3,9,15,6,"103,817","268,194",2,"300,000","196,183",Down,3,,"299,019","278,822","353,164",1,1,30,"1,000","1,000",0,1x,0,11,30,0,https://www.tiktok.com/@damoyee
55,7359135589712560133,silvershadowmark,GO,2,33,@silvershadowmark,,CARRINGTON,277,Y,1.00,12,141%,15,3,58,40,-18,"107,222","276,990",2,"300,000","192,778",Down,3,,"295,628","245,779","178,550",5,5,52,"40,750","20,000","20,750",1x,"20,750",22,80,0,https://www.tiktok.com/@silvershadowmark
57,7359137668212490245,sebbythecatdad,GO,1,27,@sebbythecatdad,,LEVI,70,Y,1.00,9,106%,11,2,25,30,5,"105,542","272,650",2,"100,000","-5,542",Up,1,,"106,427","19,385","390,278",-1,0,17,"328,000","330,000","-2,000",-,0,8,20,0,https://www.tiktok.com/@sebbythecatdad
59,7517471096153718800,imamberleybriana,GO,1,10,@amberley444,,SVEN,205,Y,1.00,10,117%,11,1,26,30,4,"96,441","249,139",1,"200,000","103,559",Down,2,,"201,037","109,786","3,842",1,-1,15,"2,000",0,"2,000",-,0,11,30,"2,000",https://www.tiktok.com/@imamberleybriana
60,7566313243967471630,davidwilliamwatts,GO,0,6,@dwatts7776,,ASHLEY,105,Y,1.00,7,82%,8,1,15,20,5,"94,702","244,647",1,"1,000,000","905,298",Down,5,,"366,122","522,431","423,343",3,4,49,"65,900","33,900","32,000",1x,"32,000",18,60,0,https://www.tiktok.com/@davidwilliamwatts
61,7549665746826281015,official.kim20,GO,1,7,@kimbroroberts,,CARRINGTON,234,Y,1.00,10,117%,11,1,33,30,-3,"88,698","229,137",1,"200,000","111,302",Down,2,,"171,697","156,165","334,659",5,4,48,"2,000",0,"2,000",1x,"2,000",22,80,0,https://www.tiktok.com/@official.kim20
49,7359135322615185413,aaronhunt30575,GO,,35,@aaronhunt30,,CARRINGTON,27,Y,1.00,4,47%,7,3,6,15,9,"152,671","394,400",2,"500,000","347,329",Down,4,,"348,437","409,997","888,661",0,1,36,"384,250",0,0,1x,0,8,20,0,https://www.tiktok.com/@aaronhunt30575
56,7359134527924666373,basswizrd,GO,1,47,@jonwick534253642,Gaming,CARRINGTON,"1,275",Y,1.00,8,94%,11,3,36,30,-6,"105,875","273,510",2,"200,000","94,125",-,2,,"183,339","113,368","179,383",5,5,45,"5,000",0,"5,000",1x,"5,000",22,80,0,https://www.tiktok.com/@basswizrd
66,7601674566645202999,threehundredseventytwo,GO,,2,,,LEVI,345,Y,1.00,5,59%,7,2,13,15,2,"74,831","193,313",1,"100,000","25,169",Down,1,✧,"74,831","8,374",,-1,,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@threehundredseventytwo
65,7573460772341334029,gorgeousgoddessart,GO,1,5,@deravenj95,,CARRINGTON,"1,777",Y,1.00,10,117%,11,1,43,30,-13,"76,168","196,767",1,"200,000","123,832",Down,2,,"188,424","131,823","46,935",2,4,31,0,0,0,1x,0,15,40,0,https://www.tiktok.com/@gorgeousgoddessart
63,7359135857971920902,musicalnugget,GO,,21,@iamamomnow,,CARRINGTON,34,Y,1.00,6,70%,7,1,9,15,6,"83,369","215,370",1,"500,000","416,631",Down,4,,"328,848","380,219","388,375",1,1,30,"1,000",0,"1,000",1x,"1,000",11,30,0,https://www.tiktok.com/@musicalnugget
64,7359135185687904261,ashtingles,GO,0,36,@asmrashleybenitez,ASMR,LEVI,"1,674",Y,1.00,9,106%,8,-1,18,20,2,"76,352","197,243",1,"500,000","423,648",Down,4,,"284,947","317,268","149,348",2,0,28,"3,500","6,000","-2,500",-,0,15,40,0,https://www.tiktok.com/@ashtingles
68,7550884206759559223,uriquarlesceodfm,GO,0,7,@uriq0728,,LEVI,104,Y,1.00,7,82%,8,1,15,20,5,"72,772","187,994",1,"100,000","27,228",-,1,,"106,819","41,299","14,278",0,-1,8,0,0,0,-,0,8,20,0,https://www.tiktok.com/@uriquarlesceodfm
69,7574878703558180919,southerncharm0726,GO,,5,@reba1977,,ASHLEY,14,Y,1.00,3,35%,7,4,5,15,10,"63,426","163,851",1,"100,000","36,574",Down,1,,"82,773","72,762","143,705",0,2,16,0,0,0,-,0,8,20,0,https://www.tiktok.com/@southerncharm0726
70,7444838821734268929,fishon053,GO,0,16,@brian503669,,LEVI,44,Y,1.00,7,82%,8,1,29,20,-9,"59,924","154,804",1,"100,000","40,076",-,1,,"128,714","84,078","20,502",1,0,11,"26,800","26,800",0,-,0,11,30,0,https://www.tiktok.com/@fishon053
73,7556036936314470414,laketimemamaw,GO,1,1,@laketimemamaw,,LEVI,836,Y,1.00,9,106%,11,2,23,30,7,"56,981","147,201",1,"100,000","43,019",-,1,✧,"56,981",,,,,5,0,0,0,-,0,8,20,0,https://www.tiktok.com/@laketimemamaw
74,7498149470513889297,sierralevesquemusic,GO,,12,@sierralevesque,Music,LEVI,807,Y,1.00,5,59%,7,2,7,15,8,"54,977","142,024",1,"200,000","145,023",Down,2,,"155,004","195,480","51,594",0,-1,14,"40,500","5,000","35,500",-,0,8,20,0,https://www.tiktok.com/@sierralevesquemusic
72,7538007038555897911,celia.silva072,GO,1,8,@celiasilva072,,LEVI,22,Y,1.00,9,106%,11,2,23,30,7,"57,653","148,937",1,"200,000","142,347",Down,2,,"128,044","139,046","83,608",2,2,25,0,0,0,-,0,15,40,0,https://www.tiktok.com/@celia.silva072
76,7546017169939709965,ardy.afshar,GO,,7,@ardy.afshar,,BRYTON,12,Y,1.00,2,23%,7,5,3,15,12,"52,410","135,393",1,"100,000","47,590",Down,1,,"92,877","69,086","78,009",-1,-1,8,"17,000",0,"17,000",-,0,8,20,0,https://www.tiktok.com/@ardy.afshar
79,7612102618529185806,ajsrantroom,GO,,1,@ajsrantroom,,LEVI,56,Y,1.00,5,59%,7,2,14,15,1,"51,747","133,680",1,"100,000","48,253",Down,1,✧,"51,747",,,,,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@ajsrantroom
80,7359139156565622790,naseem0815,GO,1,25,@nramcharan,,CARRINGTON,17,Y,1.00,9,106%,11,2,26,30,4,"51,415","132,822",1,"200,000","148,585",Down,2,,"147,970","118,089","121,232",3,3,31,"4,750",0,"4,750",1x,"4,750",18,60,0,https://www.tiktok.com/@naseem0815
77,7474398331670626321,_alycen,GO,2,14,@alycen_,,CARRINGTON,"1,101",Y,1.00,12,141%,15,3,64,40,-24,"52,410","135,393",1,"200,000","147,590",Down,2,,"158,508","194,624","521,978",5,5,50,"9,500","2,000","7,500",1x,"7,500",22,80,0,https://www.tiktok.com/@_alycen
81,7359134517946417157,ashleymatute_,GO,,48,@ashleymatute_,,CARRINGTON,41,Y,1.00,2,23%,7,5,8,15,7,"49,877","128,849",1,"1,600,000","1,550,123",Down,6,,"575,400","1,218,075","1,361,144",4,6,64,"39,250",0,"39,250",1x,"39,250",22,80,0,https://www.tiktok.com/@ashleymatute_
82,7577837917884858382,whoistatumbittick,GO,,5,@tatumbittick,,ASHLEY,122,Y,1.00,1,12%,7,6,2,15,13,"47,540","122,812",1,"200,000","152,460",Down,2,,"96,996","111,050","405,094",-1,-1,15,0,0,0,-,0,8,20,0,https://www.tiktok.com/@whoistatumbittick
78,7359135632007921670,24widmar,GO,,33,@gymlordmarkus,,LEVI,56,Y,1.00,5,59%,7,2,11,15,4,"52,311","135,137",1,"200,000","147,689",Down,2,,"157,335","120,245","126,062",1,2,20,"111,600","5,000",0,-,0,11,30,0,https://www.tiktok.com/@24widmar
83,7359137468693872645,shed0fficial,GO,2,21,@shedsings,,CARRINGTON,90,Y,1.00,12,141%,15,3,48,40,-8,"46,741","120,748",1,"200,000","153,259",Down,2,,"121,790","122,015","234,249",4,2,38,"2,750",0,"2,750",1x,"2,750",22,80,0,https://www.tiktok.com/@shed0fficial
71,7359134698641162245,roostersworld4,GO,2,43,@roostersworld98,,CARRINGTON,868,Y,1.00,12,141%,15,3,66,40,-26,"58,872","152,086",1,"100,000","41,128",-,1,,"78,916","28,017","28,817",4,3,30,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@roostersworld4
89,7359138297592938501,sonnybrightside,GO,0,26,@sonnybrightside,,BRYTON,89,Y,1.00,7,82%,8,1,19,20,1,"41,503","107,216",1,"200,000","158,497",Down,2,,"155,453","136,851","142,042",0,2,19,"22,000","22,000",0,-,0,8,20,0,https://www.tiktok.com/@sonnybrightside
87,7433657413758304273,a.marie.911,GO,1,13,@a.marie.911,,LEVI,58,Y,1.00,10,117%,11,1,47,30,-17,"42,095","108,745",1,"500,000","457,905",Down,4,,"181,939","329,588","93,580",2,0,26,"12,000",0,"12,000",-,0,15,40,"2,000",https://www.tiktok.com/@a.marie.911
75,7573015023421997111,shemandigans,GO,0,5,@shemandigans,,CARRINGTON,73,Y,1.00,7,82%,8,1,17,20,3,"54,135","139,849",1,"200,000","145,865",Down,2,,"119,742","115,095","308,304",1,4,30,0,0,0,1x,0,11,30,0,https://www.tiktok.com/@shemandigans
90,7460375701229912080,azyatk,GO,,5,@azyatk,Music,LEVI,493,Y,1.00,3,35%,7,4,7,15,8,"40,504","104,635",1,"500,000","459,496",Down,4,,"328,373","325,188","55,205",0,0,17,"10,000","10,000",0,-,0,8,20,"10,000",https://www.tiktok.com/@azyatk
91,7563762554611417101,thatbrokeguy2024,GO,1,6,@dmfjmoney2023,,BRYTON,19,Y,1.00,10,117%,11,1,62,30,-32,"40,422","104,424",1,"100,000","59,578",-,1,,"76,663","37,911","17,752",1,1,11,0,0,0,-,0,11,30,0,https://www.tiktok.com/@thatbrokeguy2024
67,7359135184236642309,voyce89,GO,,36,@voyce89,Music,CARRINGTON,542,Y,1.00,4,47%,7,3,8,15,7,"74,674","192,908",1,"300,000","225,326",Down,3,,"216,789","288,595","232,065",1,2,31,"93,250","44,000","49,250",1x,"49,250",11,30,0,https://www.tiktok.com/@voyce89
85,7535336479992889358,whitn084,GO,1,8,@whitney552,,LEVI,153,Y,1.00,10,117%,11,1,27,30,3,"44,579","115,162",1,"100,000","55,421",-,1,,"104,015","73,210","106,616",2,5,29,"16,000",0,"16,000",-,0,15,40,0,https://www.tiktok.com/@whitn084
88,7548650142132584461,allltimesam,GO,,7,@alltimesam,Gaming,BRYTON,57,Y,1.00,6,70%,7,1,25,15,-10,"41,808","108,004",1,"200,000","158,192",Down,2,,"124,272","115,329","146,887",2,4,28,0,0,0,-,0,15,40,0,https://www.tiktok.com/@allltimesam
86,7359134701724041221,yourfavderek,GO,2,43,@officialderek,,CARRINGTON,91,Y,1.00,12,141%,15,3,44,40,-4,"43,825","113,215",1,"200,000","156,175",Down,2,,"129,203","143,803","84,263",4,3,37,"15,000","15,000",0,1x,0,22,80,0,https://www.tiktok.com/@yourfavderek
62,7359138475368513541,scarlettjlopez,GO,,26,@scarlettlope,,CARRINGTON,32,Y,1.00,4,47%,7,3,7,15,8,"88,285","228,070",1,"1,000,000","911,715",Down,5,,"386,597","512,014","391,605",1,0,30,"98,000","61,000","37,000",1x,"37,000",11,30,"6,000",https://www.tiktok.com/@scarlettjlopez
84,7359135353263030278,codyglenncoxmusic,GO,,35,@codyglenncoxmusic,Music,LEVI,233,Y,1.00,5,59%,7,2,12,15,3,"46,582","120,337",1,"100,000","53,418",Down,1,,"52,101","5,519","9,638",-1,-1,2,"10,875",0,"10,875",-,0,8,20,0,https://www.tiktok.com/@codyglenncoxmusic
93,7359134574070398981,sierralandmagic,GO,,46,@sierralandasmr,"ASMR, Music",CARRINGTON,111,Y,1.00,3,35%,7,4,10,15,5,"33,447","86,405",1,"1,000,000","966,553",Down,5,,"612,407","690,897","554,362",2,2,38,"609,475","73,000","12,075",1x,"12,075",15,40,0,https://www.tiktok.com/@sierralandmagic
92,7589643748636868663,miss__kimmy,GO,1,3,@kimmys_8_46425,,ASHLEY,63,Y,1.00,9,106%,11,2,21,30,9,"33,720","87,110",1,"100,000","66,280",-,1,✧,"80,871","72,202","68,620",2,3,23,0,0,0,-,0,15,40,0,https://www.tiktok.com/@miss__kimmy
94,7359135264155107334,danielsbrowning,GO,,35,@danielsbrowning,,LEVI,43,Y,1.00,2,23%,7,5,3,15,12,"31,606","81,649",1,"100,000","68,394",Down,1,,"90,952","81,345","34,810",0,0,7,0,0,0,-,0,8,20,0,https://www.tiktok.com/@danielsbrowning
95,7363729312689963025,julianpalacios2001,GO,2,24,@j_palacios23,,SVEN,22,Y,1.00,11,129%,15,4,31,40,9,"30,633","79,135",1,"100,000","69,367",-,1,,"31,468","2,867","7,591",3,2,21,0,0,0,-,0,18,60,0,https://www.tiktok.com/@julianpalacios2001
96,7359135361911652357,shelbyjo89,GO,2,35,@shelbyjo89,,CARRINGTON,52,Y,1.00,11,129%,15,4,60,40,-20,"29,050","75,046",1,"200,000","170,950",Down,2,,"90,433","106,630","121,077",4,5,37,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@shelbyjo89
99,7537793382597410829,svendranoel,GO,,8,@svendranoel,Gaming,CARRINGTON,146,Y,1.00,4,47%,7,3,8,15,7,"26,930","69,569",1,"100,000","73,070",Down,1,,"101,202","77,938","1,278,145",0,4,30,"102,000","102,000",0,1x,0,8,20,0,https://www.tiktok.com/@svendranoel
97,7571891553636073485,rawhn3y,GO,,5,@rawhn3y_91317,,LEVI,606,Y,1.00,4,47%,7,3,6,15,9,"28,775","74,335",1,"100,000","71,225",Down,1,,"78,270","93,639","325,879",0,2,19,0,0,0,-,0,8,20,0,https://www.tiktok.com/@rawhn3y
98,7467472515904831489,backwoodscaiden,GO,1,14,@backwoodscaiden2025,Gaming,BRYTON,51,Y,1.00,10,117%,11,1,27,30,3,"27,337","70,621",1,"100,000","72,663",-,1,,"40,258","35,735","13,432",1,0,8,"11,000","15,000","-4,000",-,0,11,30,0,https://www.tiktok.com/@backwoodscaiden
104,7594348083929006094,caroleens,GO,,3,@caroleens,Gaming,LEVI,251,Y,1.00,5,59%,7,2,22,15,-7,"24,377","62,974",1,"100,000","75,623",Down,1,✧,"89,984","92,603","48,267",1,2,14,"1,000",0,"1,000",-,0,11,30,0,https://www.tiktok.com/@caroleens
101,7405584046161412113,tbone_ga,GO,1,20,@tbone_94912,,LEVI,123,Y,1.00,9,106%,11,2,26,30,4,"25,647","66,255",1,"100,000","74,353",-,1,,"68,318","62,673","47,755",2,2,19,500,0,500,-,0,15,40,0,https://www.tiktok.com/@tbone_ga
105,7435830178007449617,its_gigi_babi,GO,1,17,@gigi_babi,,LEVI,53,Y,1.00,10,117%,11,1,28,30,2,"23,737","61,321",1,"100,000","76,263",-,1,,"62,891","61,207","34,581",4,3,28,0,0,0,-,0,22,80,0,https://www.tiktok.com/@its_gigi_babi
100,7359139572674232325,moji.music,GO,,24,@mojigallomusic,Music,LEVI,13,Y,1.00,3,35%,7,4,6,15,9,"26,771","69,158",1,"100,000","73,229",Down,1,,"29,856","5,675","76,144",-1,0,3,"7,750",500,"7,250",-,0,8,20,0,https://www.tiktok.com/@moji.music
103,7581641735269302327,battyfog,GO,1,4,@battyfog,Gaming,ALLIE,126,Y,1.00,8,94%,11,3,20,30,10,"24,514","63,328",1,"100,000","75,486",-,1,,"43,039","28,935","73,730",2,4,24,0,0,0,-,0,15,40,0,https://www.tiktok.com/@battyfog
108,7359136328962801669,dougielifts,GO,0,31,@dougie9192,,CARRINGTON,98,Y,1.00,7,82%,8,1,28,20,-8,"22,405","57,880",1,"200,000","177,595",Down,2,,"97,586","174,493","278,408",5,5,46,"13,250",0,"13,250",1x,"13,250",22,80,0,https://www.tiktok.com/@dougielifts
109,7572411477894643767,cecelove320,GO,2,5,@cecechristian,,CARRINGTON,58,Y,1.00,12,141%,15,3,38,40,2,"22,315","57,647",1,"200,000","177,685",Down,2,,"102,337","112,480","53,654",4,4,34,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@cecelove320
106,7570175504641474574,foolishondemkeyz,GO,1,5,@foofoo29.,,TRE,243,Y,1.00,10,117%,11,1,40,30,-10,"23,315","60,230",1,"100,000","76,685",-,1,,"61,344","60,682","191,382",5,5,40,"5,000",0,"5,000",1x,"5,000",22,80,0,https://www.tiktok.com/@foolishondemkeyz
110,7359139881689448454,dontaskhowmany,GO,,4,@_notthemomma,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"21,003","54,258",1,"100,000","78,997",Down,1,,"21,003",0,"1,000",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@dontaskhowmany
111,7368835057600970768,badgirlbritt2,GO,,2,,,LEVI,151,Y,1.00,1,12%,7,6,4,15,11,"19,882","51,362",1,"100,000","80,118",Down,1,✧,"37,516","17,634",,-1,,1,"1,250",0,"1,250",-,0,8,20,0,https://www.tiktok.com/@badgirlbritt2
112,7359134682556170245,smilinjacks69,GO,,44,@thejachakrachakra,ASMR,SIERRA,1,Y,1.00,2,23%,7,5,4,15,11,"19,839","51,251",1,"100,000","80,161",Down,1,,"31,927","12,088","9,007",-1,-1,1,"3,000",0,"3,000",-,0,8,20,0,https://www.tiktok.com/@smilinjacks69
