,Host,3/12,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,💎,💎 Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,💎 Last 30,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Days Month,Hours Month,Rewards Month,Link
208,7467455099565178896,medusawhispers,GO,,14,@medusawhispers,ASMR,LEVI,141,Y,1.00,0,0%,7,7,1,15,14,"1,421","3,671",1,"100,000","98,579",Down,1,,"17,758","24,266","57,229",-1,-1,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@medusawhispers
186,7398369743926804497,ryanrevard,GO,,20,@ryanrevard,,LEVI,62,Y,1.00,0,0%,7,7,4,15,11,"2,466","6,371",1,"100,000","97,534",Down,1,,"19,178","20,790","18,019",-1,0,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@ryanrevard
207,7451019704396906497,likeromeo,GO,,16,@likeromeo,Gaming,LEVI,14,Y,1.00,2,23%,7,5,4,15,11,"1,464","3,782",1,"100,000","98,536",Down,1,,"5,065","8,697","9,437",-1,0,1,"9,000","2,000","7,000",-,0,8,20,0,https://www.tiktok.com/@likeromeo
209,7510768475086897168,frimzayy,GO,,10,@nessa7885,,SVEN,24,Y,1.00,2,23%,7,5,5,15,10,"1,318","3,405",1,"100,000","98,682",Down,1,,"2,339","2,922","1,167",0,-1,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@frimzayy
210,7597968965910183950,anaylanaee,GO,,3,,,LEVI,17,Y,1.00,0,0%,7,7,1,15,14,"1,314","3,395",1,"100,000","98,686",Down,1,✧,"1,319",9,39,-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@anaylanaee
211,7585352066416132151,danny.buth,GO,1,4,@risingsun.,Gaming,BRYTON,11,Y,1.00,9,106%,11,2,37,30,-7,"1,251","3,232",1,"100,000","98,749",-,1,,"4,742","3,947","5,932",2,5,22,0,0,0,-,0,15,40,0,https://www.tiktok.com/@danny.buth
213,7466992762915667985,mulletdevotional,GO,1,2,,,LEVI,34,Y,1.00,10,117%,11,1,45,30,-15,"1,143","2,953",1,"100,000","98,857",-,1,✧,"1,962","1,213",,4,,16,0,0,0,-,0,22,80,0,https://www.tiktok.com/@mulletdevotional
215,7359138374126665733,1gator90,GO,,26,@gatorreb3l,,BRYTON,1,Y,1.00,0,0%,7,7,0,15,15,"1,094","2,826",1,"100,000","98,906",Down,1,,"2,272","1,178","11,061",-1,-1,1,"16,000",0,"-2,000",-,0,8,20,0,https://www.tiktok.com/@1gator90
218,7445169513122971665,melina_cajunroyaltea,GO,,6,,,LEVI,164,Y,1.00,4,47%,7,3,7,15,8,"1,041","2,689",1,"100,000","98,959",Down,1,,"1,041",0,"1,251",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@melina_cajunroyaltea
217,7460332171950161936,dimplesarelife,GO,,5,,,SVEN,0,Y,1.00,0,0%,7,7,0,15,15,"1,080","2,790",1,"100,000","98,920",Down,1,,"1,199",178,"17,553",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@dimplesarelife
219,7402863261353312273,fatalparadox11877,GO,,20,@fatalparadox11877,,LEVI,1,Y,1.00,3,35%,7,4,10,15,5,"1,002","2,589",1,"100,000","98,998",Down,1,,"1,337","2,626","7,180",1,2,9,"2,500",0,"2,500",-,0,11,30,0,https://www.tiktok.com/@fatalparadox11877
220,7433137488866164753,iluvgg_,GO,,17,@iluvgg_,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,"1,000","2,583",1,"100,000","99,000",Down,1,,"1,000",50,"5,421",-1,-1,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@iluvgg_
221,7454734609608146945,fdgaming19,GO,,15,@warrencody71,Gaming,SIERRA,0,Y,1.00,1,12%,7,6,9,15,6,920,"2,377",1,"100,000","99,080",Down,1,,"11,679","10,759","6,930",-1,0,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@fdgaming19
222,7524533007961751553,bananasuperwoman,GO,,3,,,,219,Y,1.00,2,23%,7,5,4,15,11,914,"2,361",1,"100,000","99,086",Down,1,✦,951,37,"5,769",-1,-1,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@bananasuperwoman
214,7359135499635884038,the.camjohnson,GO,,7,@the.camjohnson,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,"1,109","2,865",1,"100,000","98,891",Down,1,,"27,912","82,509","317,989",-1,4,24,"5,000","10,000","-5,000",-,0,8,20,0,https://www.tiktok.com/@the.camjohnson
223,7519300322448310289,barrywhit3,GO,,10,@barrywht3,,,24,Y,1.00,2,23%,7,5,2,15,13,882,"2,279",1,"100,000","99,118",Down,1,,882,0,0,-1,-1,0,"1,000",0,"1,000",-,0,8,20,0,https://www.tiktok.com/@barrywhit3
224,7463636777518088193,itsbriannablake,GO,,15,@brianna_iguana,Music,LEVI,65,Y,1.00,4,47%,7,3,5,15,10,873,"2,255",1,"100,000","99,127",Down,1,,"1,576","1,622","59,222",-1,1,3,"7,000",0,"7,000",-,0,8,20,0,https://www.tiktok.com/@itsbriannablake
225,7359136395657019397,jordan.o1son,GO,,30,@jordan.o1son_20836,,,1,Y,1.00,1,12%,7,6,2,15,13,842,"2,175",1,"100,000","99,158",Down,1,,842,0,0,-1,-1,0,"8,500","17,000","-8,500",-,0,8,20,0,https://www.tiktok.com/@jordan.o1son
216,7542994340252008462,destany717,GO,,8,,,LEVI,27,Y,1.00,4,47%,7,3,6,15,9,"1,086","2,806",1,"100,000","98,914",Down,1,,"2,248","6,473","17,090",0,0,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@destany717
226,7590547285004566542,imjustsaiyanbro,GO,,3,@imjussaiyanbro5220,Gaming,LEVI,31,Y,1.00,5,59%,7,2,13,15,2,807,"2,085",1,"100,000","99,193",Down,1,✦,"5,004","7,545","3,674",2,2,11,0,0,0,1x,0,15,40,0,https://www.tiktok.com/@imjustsaiyanbro
228,7537739361362919437,backporch.crew,GO,,8,@tonyamassey,,ASHLEY,4,Y,1.00,1,12%,7,6,1,15,14,791,"2,043",1,"100,000","99,209",Down,1,,"23,339","54,809","120,036",1,3,16,0,0,0,-,0,11,30,0,https://www.tiktok.com/@backporch.crew
227,7359138535707967493,jenni_from_the_block0,GO,,3,@juicy_jen,,LEVI,64,Y,1.00,6,70%,7,1,18,15,-3,803,"2,074",1,"100,000","99,197",Down,1,✦,"22,663","26,111",13,4,-1,13,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@jenni_from_the_block0
229,7359139437110067205,chadly886,GO,,25,@chadly886,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,781,"2,018",1,"100,000","99,219",Down,1,,"4,711","5,297",0,-1,-1,0,"10,500",0,"10,500",-,0,8,20,0,https://www.tiktok.com/@chadly886
231,7426443199394185233,jarajj1,GO,,18,,,,6,Y,1.00,2,23%,7,5,2,15,13,737,"1,904",1,"100,000","99,263",Down,1,,802,130,"2,420",-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@jarajj1
232,7541082464794722317,monkabutt1,GO,,8,,,,430,Y,1.00,1,12%,7,6,2,15,13,727,"1,878",1,"100,000","99,273",Down,1,,"1,471",764,"5,267",-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@monkabutt1
234,7467718585595723793,a_aronfish,GO,,14,@a_aronfish,,LEVI,13,Y,1.00,1,12%,7,6,1,15,14,670,"1,731",1,"100,000","99,330",Down,1,,"2,495","13,302","68,740",-1,0,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@a_aronfish
236,7418793145070043137,x_deej_x,GO,,3,@deej_htown,,,28,Y,1.00,5,59%,7,2,10,15,5,659,"1,702",1,"100,000","99,341",Down,1,✦,"2,742","2,260",244,-1,-1,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@x_deej_x
237,7494442891004280833,fizzle_station,GO,0,2,@califizz,Gaming,LEVI,4,Y,1.00,7,82%,8,1,22,20,-2,655,"1,692",1,"100,000","99,345",-,1,✦,"14,464","13,914",,5,,16,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@fizzle_station
238,7562263750460456974,bluubanddchef,GO,,6,@chefbluu,,,5,Y,1.00,2,23%,7,5,3,15,12,651,"1,682",1,"100,000","99,349",Down,1,,"3,191","2,722",0,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@bluubanddchef
239,7359135813340266502,itsjimmay,GO,,32,@itsjimmay,,LEVI,2,Y,1.00,2,23%,7,5,5,15,10,649,"1,677",1,"100,000","99,351",Down,1,,"47,521","54,886","2,688",-1,-1,2,"19,750",0,"19,750",-,0,8,20,"1,000",https://www.tiktok.com/@itsjimmay
240,7523616145459527681,midnightxreign,GO,,5,@marianaabb,,ALLIE,3,Y,1.00,2,23%,7,5,3,15,12,648,"1,674",1,"100,000","99,352",Down,1,,"1,761","1,183","6,635",-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@midnightxreign
244,7359135442551209989,rcvry_w._uncle_louie,GO,,34,@uncle_louie303,,LEVI,11,Y,1.00,0,0%,7,7,2,15,13,618,"1,597",1,"100,000","99,382",Down,1,,"1,240","4,417",706,0,-1,1,"11,250",0,"11,250",-,0,8,20,0,https://www.tiktok.com/@rcvry_w._uncle_louie
242,7359135918558576646,amyluwho982,GO,,20,@amyluberry,,,1,Y,1.00,2,23%,7,5,3,15,12,641,"1,656",1,"100,000","99,359",Down,1,,"1,086",828,"1,361",-1,-1,0,"18,500","19,000",-500,-,0,8,20,0,https://www.tiktok.com/@amyluwho982
247,7575262176085164045,genxjamz,GO,,5,@genxjamz,,LEVI,1,Y,1.00,1,12%,7,6,1,15,14,591,"1,527",1,"100,000","99,409",Down,1,,"6,871","11,328","28,848",1,3,11,0,0,0,-,0,11,30,0,https://www.tiktok.com/@genxjamz
250,7521902300512960529,pmarsha423gmail.com,GO,,9,,,,12,Y,1.00,2,23%,7,5,2,15,13,549,"1,418",1,"100,000","99,451",Down,1,,661,404,"1,141",-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@pmarsha423gmail.com
145,7582216178916180023,bumbl3beedee,GO,,1,,Gaming,LEVI,35,Y,0.68,2,23%,7,5,7,15,8,"7,438","19,215",1,"300,000","292,562",Down,3,✧,"7,438",,,,,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@bumbl3beedee
251,7611963157363572750,gentryblue,GO,,1,@gentry.blue,,DYLAN,1,Y,1.00,2,23%,7,5,3,15,12,503,"1,299",1,"100,000","99,497",Down,1,✦,503,,,,,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@gentryblue
252,7507053838655078417,mrsbryan27,GO,1,11,@beccabryan,,CARRINGTON,171,Y,1.00,10,117%,11,1,40,30,-10,501,"1,294",1,"100,000","99,499",-,1,,"2,793","2,487","1,355",5,5,30,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@mrsbryan27
253,7359138782219698182,tjdub_,GO,,25,@tjdubmusic,,,2,Y,1.00,0,0%,7,7,0,15,15,500,"1,292",1,"100,000","99,500",Down,1,,500,0,0,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@tjdub_
254,7359135408740925446,_reallyrachel_,GO,,34,,Music,,0,Y,1.00,0,0%,7,7,0,15,15,498,"1,287",1,"100,000","99,502",Down,1,,"1,269","1,107",-2,-1,,0,500,0,500,-,0,8,20,0,https://www.tiktok.com/@_reallyrachel_
255,7548574120376647694,sosefinaaah,GO,,7,,,LEVI,9,Y,1.00,1,12%,7,6,5,15,10,495,"1,279",1,"100,000","99,505",Down,1,,"9,591","17,151","43,392",4,5,27,0,0,0,-,0,22,80,0,https://www.tiktok.com/@sosefinaaah
245,7582956443989524535,johnstonecountry,GO,,4,@johnstonecountry,,DYLAN,98,Y,1.00,5,59%,7,2,16,15,-1,597,"1,542",1,"100,000","99,403",Down,1,,"6,951","9,969","9,064",1,0,3,0,0,0,-,0,11,30,0,https://www.tiktok.com/@johnstonecountry
256,7537809549294878775,stonagalbuzz420,GO,,8,@stonagal420,,,10,Y,1.00,3,35%,7,4,5,15,10,495,"1,279",1,"100,000","99,505",Down,1,,800,544,362,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@stonagalbuzz420
258,7359139194351976453,mattdd1984,GO,,6,@mattdd1984,,,0,Y,1.00,0,0%,7,7,0,15,15,483,"1,248",1,"100,000","99,517",Down,1,,626,145,0,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@mattdd1984
243,7495246070599909392,commakaze,GO,,12,@officialcommakaze,,LEVI,35,Y,1.00,3,35%,7,4,14,15,1,632,"1,633",1,"100,000","99,368",Down,1,,"9,479","9,025","3,019",0,0,1,0,0,0,-,0,8,20,0,https://www.tiktok.com/@commakaze
248,7614291260660170766,kaemi.s,GO,,1,,,,0,Y,0.81,0,0%,7,7,0,15,15,584,"1,509",1,"100,000","99,416",Down,1,✦,584,,,,,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@kaemi.s
260,7580253432372576270,the_ss_lifestyle,GO,,4,,,LEVI,162,Y,1.00,6,70%,7,1,25,15,-10,425,"1,098",1,"100,000","99,575",Down,1,,"1,147","1,039","1,233",4,5,26,0,0,0,-,0,22,80,0,https://www.tiktok.com/@the_ss_lifestyle
261,7505245178995884033,alaskanbassgal,GO,,11,,,,31,Y,1.00,1,12%,7,6,2,15,13,417,"1,077",1,"100,000","99,583",Down,1,,417,0,0,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@alaskanbassgal
246,7359135591147274246,yourfriendm00nmusic,GO,,33,@yourfriendm00n,Music,LEVI,8,Y,1.00,1,12%,7,6,1,15,14,597,"1,542",1,"100,000","99,403",Down,1,,817,"12,140","211,901",-1,1,9,"20,750",0,"13,750",-,0,8,20,0,https://www.tiktok.com/@yourfriendm00nmusic
257,7602394582281764878,humblekeshhh,GO,,2,,,LEVI,7,Y,1.00,4,47%,7,3,8,15,7,495,"1,279",1,"100,000","99,505",Down,1,✦,"4,639","6,942",,1,,3,0,0,0,1x,0,11,30,0,https://www.tiktok.com/@humblekeshhh
235,7359134725187207174,g_money0805,GO,,43,@g_money0805,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,665,"1,718",1,"100,000","99,335",Down,1,,"18,924","31,016","80,809",0,2,9,0,0,0,-,0,8,20,0,https://www.tiktok.com/@g_money0805
262,7534478942514855949,caymanmjohn,GO,,8,@johhnnycatman,,LEVI,5,Y,1.00,1,12%,7,6,1,15,14,367,948,1,"100,000","99,633",Down,1,,"5,124","10,916","41,975",-1,0,1,"31,000","31,000",0,-,0,8,20,0,https://www.tiktok.com/@caymanmjohn
263,7359135160358699014,kayy.jayy26,GO,,36,@kayy.jayy26,,LEVI,6,Y,1.00,4,47%,7,3,8,15,7,345,891,1,"100,000","99,655",Down,1,,"4,520","14,360","157,690",2,3,18,"10,500","6,000","4,500",-,0,15,40,0,https://www.tiktok.com/@kayy.jayy26
259,7457401443486826512,_kristie032,GO,,15,@kristie_32,,PAUL,1,Y,1.00,2,23%,7,5,3,15,12,443,"1,144",1,"100,000","99,557",Down,1,,"4,530","5,310","9,788",-1,0,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@_kristie032
265,7359139288946245637,lisamarieshippy,GO,,25,,,,4,Y,1.00,1,12%,7,6,4,15,11,326,842,1,"100,000","99,674",Down,1,,"1,240",940,0,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@lisamarieshippy
230,7598360367479439415,mariithonner,GO,0,3,@sorriinotsorrii,,LEVI,14,Y,1.00,7,82%,8,1,16,20,4,769,"1,987",1,"100,000","99,231",-,1,✦,"1,432",875,70,1,-1,4,0,0,0,1x,0,11,30,0,https://www.tiktok.com/@mariithonner
267,7359686639905718273,khrisskontours,GO,,24,,,LEVI,74,Y,1.00,4,47%,7,3,10,15,5,287,741,1,"100,000","99,713",Down,1,,"1,214","3,019","1,936",-1,1,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@khrisskontours
268,7504376226061123585,juustjewel,GO,,7,@jeweljonesfree,,,11,Y,1.00,0,0%,7,7,0,15,15,287,741,1,"100,000","99,713",Down,1,,287,"5,251","22,930",-1,-1,0,"26,000","16,000","10,000",-,0,8,20,0,https://www.tiktok.com/@juustjewel
269,7359138654733926405,01cumminspassenger,GO,,26,@alexismerritt,,DYLAN,0,Y,1.00,0,0%,7,7,0,15,15,282,729,1,"100,000","99,718",Down,1,,291,244,654,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@01cumminspassenger
270,7443598415260401680,1250dream,GO,,16,@genx76,Gaming,,0,Y,1.00,1,12%,7,6,1,15,14,279,721,1,"100,000","99,721",Down,1,,831,"1,375","1,914",-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@1250dream
272,7605576578982035470,lady_cabernet,GO,1,2,@lady_cab,Gaming,LEVI,58,Y,1.00,9,106%,11,2,27,30,3,248,641,1,"100,000","99,752",-,1,✦,"2,227","1,979",,3,,12,0,0,0,1x,0,18,60,0,https://www.tiktok.com/@lady_cabernet
273,7359135689868443654,carringtonchronicles,GO,,33,@carringtonchronicles,Gaming,LEVI,15,Y,1.00,2,23%,7,5,2,15,13,236,610,1,"100,000","99,764",Down,1,,"11,813","24,531","71,893",0,5,18,0,"30,000","-30,000",-,0,8,20,0,https://www.tiktok.com/@carringtonchronicles
274,7359139856754376709,mf.josh,GO,,24,@mf.josh.tiktok,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,236,610,1,"100,000","99,764",Down,1,,236,0,"1,347",-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@mf.josh
275,7597517130489151502,lmrese,GO,,3,@imrese,Gaming,LEVI,67,Y,1.00,6,70%,7,1,28,15,-13,231,597,1,"100,000","99,769",Down,1,✦,"1,962","2,031",89,4,5,26,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@lmrese
276,7515218343071088657,ailipsbeauty0,GO,,10,,,,2,Y,1.00,1,12%,7,6,1,15,14,231,597,1,"100,000","99,769",Down,1,,"1,631","1,520","2,534",-1,0,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@ailipsbeauty0
277,7444829624510529537,monanightmare,GO,,16,@monanightmare,,LEVI,388,Y,1.00,6,70%,7,1,14,15,1,228,589,1,"100,000","99,772",Down,1,,283,759,"2,742",0,2,6,0,0,0,-,0,8,20,0,https://www.tiktok.com/@monanightmare
278,7490726688108724241,jjreefs,GO,,12,,,LEVI,11,Y,1.00,6,70%,7,1,13,15,2,220,568,1,"100,000","99,780",Down,1,,"2,127","2,091",592,2,0,6,0,0,0,-,0,15,40,0,https://www.tiktok.com/@jjreefs
279,7543362555650195511,glowymariia,GO,,8,@glowymariia,,,10,Y,1.00,0,0%,7,7,1,15,14,209,540,1,"100,000","99,791",Down,1,,218,144,"1,189",-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@glowymariia
280,7359136568071979013,adubthewarriorprincess,GO,,13,@nikkithewarriorprincess,,SVEN,0,Y,1.00,0,0%,7,7,0,15,15,200,517,1,"100,000","99,800",Down,1,,"2,597","3,162",444,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@adubthewarriorprincess
266,7552939326489903118,daethaabratt,GO,,7,,,,22,Y,1.00,1,12%,7,6,3,15,12,291,752,1,"100,000","99,709",Down,1,,486,485,"3,128",-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@daethaabratt
281,7540422547419217975,lalaloopsy.daisy,GO,,8,,,,1,Y,1.00,0,0%,7,7,1,15,14,154,398,1,"100,000","99,846",Down,1,,398,248,37,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@lalaloopsy.daisy
282,7359135444145274886,srt.berner420,GO,,34,@itsme261,,LEVI,3,Y,1.00,0,0%,7,7,1,15,14,134,346,1,"100,000","99,866",Down,1,,"27,425","34,627","27,677",-1,-1,1,"6,250",0,"6,250",-,0,8,20,0,https://www.tiktok.com/@srt.berner420
283,7488407886146830337,mecheware1959,GO,,12,@mecheware,,SVEN,1,Y,1.00,2,23%,7,5,3,15,12,128,331,1,"100,000","99,872",Down,1,,"3,163","3,062","6,391",-1,2,5,0,0,0,-,0,8,20,0,https://www.tiktok.com/@mecheware1959
284,7359137386623893509,stitchfamily626,GO,,13,@sfamily314,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,126,326,1,"100,000","99,874",Down,1,,126,0,0,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@stitchfamily626
285,7359138563587506181,howlingattheearth,GO,,26,@howlingattheearth,Music,LEVI,1,Y,1.00,3,35%,7,4,8,15,7,123,318,1,"100,000","99,877",Down,1,,288,177,395,0,1,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@howlingattheearth
287,7504826782965760017,katelyn.mitchell23,GO,,3,@katelynmitchell0291,,,10,Y,1.00,3,35%,7,4,8,15,7,112,289,1,"100,000","99,888",Down,1,✦,139,67,0,-1,-1,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@katelyn.mitchell23
289,7425644891335819265,amberlmccrea,GO,,18,@therapeuticnutritionist,,DYLAN,1,Y,1.00,1,12%,7,6,2,15,13,108,279,1,"100,000","99,892",Down,1,,212,118,353,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@amberlmccrea
241,7615372830406033422,liyaaahbaaby,GO,,1,,,,167,Y,0.71,1,12%,7,6,4,15,11,647,"1,671",1,"100,000","99,353",Down,1,✦,647,,,,,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@liyaaahbaaby
290,7585925369484656654,zerixkbm,GO,,4,@zerixkbm,Gaming,BRYTON,3,Y,1.00,1,12%,7,6,2,15,13,104,269,1,"100,000","99,896",Down,1,,502,"2,040","15,874",2,4,17,0,0,0,-,0,15,40,0,https://www.tiktok.com/@zerixkbm
291,7503687878057295873,brick2424,GO,,11,@brigette2025,,,44,Y,1.00,1,12%,7,6,2,15,13,104,269,1,"100,000","99,896",Down,1,,114,334,252,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@brick2424
292,7602754318403584014,p0921188,GO,,2,@p066314,,,9,Y,1.00,0,0%,7,7,1,15,14,104,269,1,"100,000","99,896",Down,1,✦,104,0,,-1,,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@p0921188
293,7589643758640185358,fit4ever91,GO,,3,@fit4ever91,,DYLAN,13,Y,1.00,3,35%,7,4,6,15,9,101,261,1,"100,000","99,899",Down,1,✦,412,911,445,0,0,1,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@fit4ever91
294,7475913456957308945,homiequest,GO,2,14,@pwettyderek,Gaming,CARRINGTON,10,Y,1.00,12,141%,15,3,71,40,-31,100,258,1,"100,000","99,900",-,1,,784,"1,341",520,5,5,30,0,0,0,1x,0,22,80,0,https://www.tiktok.com/@homiequest
296,7605650147527213069,mauricethemusic,GO,,2,@astrobeatz,Music,DYLAN,3,Y,1.00,1,12%,7,6,6,15,9,96,248,1,"100,000","99,904",Down,1,✦,"62,363","62,267",,-1,,3,"3,000",0,"3,000",1x,"3,000",8,20,"3,000",https://www.tiktok.com/@mauricethemusic
296,7589643760687104055,ellen_leanne,GO,,3,,,,12,Y,1.00,0,0%,7,7,1,15,14,96,248,1,"100,000","99,904",Down,1,✦,558,640,"2,012",-1,-1,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@ellen_leanne
297,7597658582695526455,ijaneeg,GO,,3,@ijaneeg,,LEVI,2,Y,1.00,1,12%,7,6,1,15,14,93,240,1,"100,000","99,907",Down,1,✦,"9,920","18,882","2,910",1,-1,3,0,0,0,1x,0,11,30,0,https://www.tiktok.com/@ijaneeg
288,7532341639478558775,zakiyahnadir01,GO,,9,@zakiyahnadir25,,SVEN,50,Y,1.00,2,23%,7,5,4,15,11,111,287,1,"100,000","99,889",Down,1,,325,308,160,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@zakiyahnadir01
298,7359135484905553925,nicolefarahh,GO,,34,@nicolefarah.,,LEVI,28,Y,1.00,0,0%,7,7,0,15,15,79,204,1,"100,000","99,921",Down,1,,"16,844","23,873","9,062",-1,-1,1,"11,250",0,"11,250",-,0,8,20,0,https://www.tiktok.com/@nicolefarahh
300,7601660558693285902,stubbsx88,GO,,2,@mstubbs88,,LEVI,10,Y,1.00,2,23%,7,5,2,15,13,76,196,1,"100,000","99,924",Down,1,✦,"7,814","8,435",,1,,3,0,0,0,1x,0,11,30,0,https://www.tiktok.com/@stubbsx88
301,7499632144470507521,afternoon_dream007,GO,,11,,,,0,Y,1.00,0,0%,7,7,0,15,15,70,181,1,"100,000","99,930",Down,1,,495,425,165,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@afternoon_dream007
302,7359139490306195461,queenb_597,GO,,24,@queenlalo,,,0,Y,1.00,0,0%,7,7,0,15,15,68,176,1,"100,000","99,932",Down,1,,104,144,148,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@queenb_597
304,7548614938793721869,kushpvpi42,GO,,7,@kushpvpi.,,,0,Y,1.00,0,0%,7,7,0,15,15,60,155,1,"100,000","99,940",Down,1,,60,41,5,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@kushpvpi42
299,7615439953488592909,janelleexxx,GO,,1,,,,30,Y,0.71,3,35%,7,4,7,15,8,79,204,1,"100,000","99,921",Down,1,✦,79,,,,,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@janelleexxx
305,7408815219029508113,gtrose,GO,,4,@gtrose_,,,0,Y,1.00,0,0%,7,7,0,15,15,51,132,1,"100,000","99,949",Down,1,,51,0,0,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@gtrose
306,7359135416206950406,tripsevenofficial1,GO,,34,@tripseven,,,0,Y,1.00,0,0%,7,7,0,15,15,50,129,1,"100,000","99,950",Down,1,,"4,247","4,197","6,355",-1,-1,0,"20,500",0,"20,500",-,0,8,20,0,https://www.tiktok.com/@tripsevenofficial1
264,7478580508411084801,auesomemoma,GO,,3,@ausomemom1,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,334,863,1,"100,000","99,666",Down,1,✦,"2,269","4,043","11,877",-1,2,5,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@auesomemoma
309,7368773659420344337,justhelpone,GO,,4,@scottshipman,,,13,Y,1.00,0,0%,7,7,1,15,14,34,88,1,"100,000","99,966",Down,1,,47,60,291,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@justhelpone
308,7359137874656165893,djfiretechnodjnyc,GO,,8,@djfire47,,,0,Y,1.00,0,0%,7,7,0,15,15,39,101,1,"100,000","99,961",Down,1,,74,45,585,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@djfiretechnodjnyc
310,7551925540999938103,nightlydaff,GO,,7,@nightly55_85400,,,10,Y,1.00,0,0%,7,7,0,15,15,31,80,1,"100,000","99,969",Down,1,,"11,004","10,973",0,-1,-1,0,0,0,0,-,0,8,20,0,https://www.tiktok.com/@nightlydaff
312,7602836437343420429,its.sheemahhh,GO,,2,,,,6,Y,1.00,1,12%,7,6,1,15,14,30,78,1,"100,000","99,970",Down,1,✦,"2,007","2,056",,-1,,0,0,0,0,1x,0,8,20,0,https://www.tiktok.com/@its.sheemahhh
