,Host,3/5,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,💎,💎 Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,💎 Last 30,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Days Month,Hours Month,Link
280,7497079059470549009,audracovey24,GO,,11,@itsaudrabitch,,PAUL,3,Y,1.00,1,28%,7,6,1,15,14,6,37,1,"100,000","99,994",Down,1,,"4,723",0,0,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@audracovey24
284,7359138961387683846,xander5klive,GO,,25,@xander5k,Gaming,LEVI,0,Y,1.00,4,113%,7,3,26,15,-11,5,31,1,"100,000","99,995",Down,1,,"287,192",600,"1,299",0,0,1,0,0,0,-,0,8,20,https://www.tiktok.com/@xander5klive
282,7545275004133523470,1codybentley,GO,,7,@1codybentley,Gaming,BRYTON,0,Y,1.00,1,28%,7,6,1,15,14,5,31,1,"100,000","99,995",Down,1,,"76,139",285,"2,796",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@1codybentley
283,7363316839583268881,darland.jason,GO,,24,,,,0,Y,1.00,0,0%,7,7,0,15,15,5,31,1,"100,000","99,995",Down,1,,805,10,0,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@darland.jason
284,7359138375443709957,yaboiidomo27,GO,,26,@yaboiidomo27,,,5,Y,1.00,2,56%,7,5,3,15,12,5,31,1,"100,000","99,995",Down,1,,"15,161",259,804,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@yaboiidomo27
285,7480335399009746960,paulschofield_bass,GO,,13,@paulschofield.,,SVEN,0,Y,1.00,0,0%,7,7,0,15,15,4,25,1,"100,000","99,996",Down,1,,"4,618","2,458",243,-1,-1,0,"5,000",0,"5,000",-,0,8,20,https://www.tiktok.com/@paulschofield_bass
286,7589643760687104055,ellen_leanne,GO,,3,,,,11,Y,1.00,0,0%,7,7,0,15,15,3,19,1,"100,000","99,997",Down,1,✦,"27,356",640,"2,012",-1,-1,0,0,0,0,1x,0,8,20,https://www.tiktok.com/@ellen_leanne
287,7596188620743000119,rootofrestoration,GO,,3,@delilahko,,,11,Y,1.00,1,28%,7,6,6,15,9,3,19,1,"100,000","99,997",Down,1,✦,"17,292",321,24,-1,-1,0,0,0,0,1x,0,8,20,https://www.tiktok.com/@rootofrestoration
288,7543362555650195511,glowymariia,GO,,8,@glowymariia,,,3,Y,1.00,0,0%,7,7,0,15,15,3,19,1,"100,000","99,997",Down,1,,"2,123,602",144,"1,189",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@glowymariia
289,7601660558693285902,stubbsx88,GO,,2,@mstubbs88,,LEVI,2,Y,1.00,1,28%,7,6,1,15,14,2,12,1,"100,000","99,998",Down,1,✦,"19,220","8,435",,1,,3,0,0,0,1x,0,11,30,https://www.tiktok.com/@stubbsx88
290,7543135486290935863,callsign_keegan25,GO,,8,@hizashi_yamada.present.mic,,LEVI,0,Y,1.00,1,28%,7,6,2,15,13,2,12,1,"100,000","99,998",Down,1,,"9,825",122,"3,403",-1,1,2,0,0,0,-,0,8,20,https://www.tiktok.com/@callsign_keegan25
291,7456983483978858513,mattlongmusic,GO,,3,@mattlongmusic,Music,DYLAN,10,Y,1.00,2,56%,7,5,2,15,13,2,12,1,"100,000","99,998",Down,1,✦,"4,535","7,671",4,0,-1,1,0,0,0,1x,0,8,20,https://www.tiktok.com/@mattlongmusic
292,7579785876688093239,tatted_golfer_,GO,,4,,,PAUL,1,Y,1.00,0,0%,7,7,0,15,15,2,12,1,"100,000","99,998",Down,1,,"1,769",439,"14,350",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@tatted_golfer_
301,7427641988100554768,jazcatraz,GO,,2,,,LEVI,0,Y,1.00,2,56%,7,5,5,15,10,1,6,1,"100,000","99,999",Down,1,✦,"401,880",0,,3,,9,0,0,0,1x,0,18,60,https://www.tiktok.com/@jazcatraz
294,7402863261353312273,fatalparadox11877,GO,,20,@fatalparadox11877,,LEVI,1,Y,1.00,2,56%,7,5,5,15,10,1,6,1,"100,000","99,999",Down,1,,"4,882","2,626","7,180",1,2,8,"2,500",0,"2,500",-,0,11,30,https://www.tiktok.com/@fatalparadox11877
295,7488407886146830337,mecheware1959,GO,,12,@mecheware,,SVEN,0,Y,1.00,0,0%,7,7,0,15,15,1,6,1,"100,000","99,999",Down,1,,"1,429","3,062","6,391",-1,2,5,0,0,0,-,0,8,20,https://www.tiktok.com/@mecheware1959
296,7515218343071088657,ailipsbeauty0,GO,,10,,,,0,Y,1.00,0,0%,7,7,0,15,15,1,6,1,"100,000","99,999",Down,1,,"75,352","1,520","2,534",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@ailipsbeauty0
297,7554608530725126157,queen_ortiz__,GO,,7,@ezmeralda0249,,,1,Y,1.00,1,28%,7,6,1,15,14,1,6,1,"100,000","99,999",Down,1,,"2,891","2,031",878,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@queen_ortiz__
298,7532520627404849166,888_fai_fai,GO,,8,,,,2,Y,1.00,0,0%,7,7,0,15,15,1,6,1,"100,000","99,999",Down,1,,"935,657",2,208,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@888_fai_fai
299,7435985741508870145,geeky_feyn,GO,,13,@geeky_feyn,Gaming,,2,Y,1.00,2,56%,7,5,3,15,12,1,6,1,"100,000","99,999",Down,1,,298,1,1,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@geeky_feyn
300,7359139288946245637,lisamarieshippy,GO,,25,,,,0,Y,1.00,0,0%,7,7,0,15,15,1,6,1,"100,000","99,999",Down,1,,"10,529",940,0,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@lisamarieshippy
301,7539619059638452237,bmoneyslife,GO,,8,@bmoneyy_._88873,,,2,Y,1.00,0,0%,7,7,0,15,15,1,6,1,"100,000","99,999",Down,1,,"119,796",0,0,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@bmoneyslife
302,7359135499635884038,the.camjohnson,GO,,7,@the.camjohnson,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"41,411","82,509","317,989",-1,4,26,"5,000",0,"-5,000",-,0,8,20,https://www.tiktok.com/@the.camjohnson
303,7423558659491381249,amysalcedo5,GO,,3,@amy070169,,JOE,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"68,016","22,356","1,715",5,3,24,0,0,0,1x,0,22,80,https://www.tiktok.com/@amysalcedo5
304,7596161558443671565,biiig46,GO,,3,@kantafukada,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"300,000","300,000",Down,3,✦,"3,252","212,093","51,680",2,1,22,"5,000",0,"5,000",1x,"5,000",15,40,https://www.tiktok.com/@biiig46
305,7537739361362919437,backporch.crew,GO,,8,@tonyamassey,,ASHLEY,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"170,408","54,809","120,036",1,3,18,0,0,0,-,0,11,30,https://www.tiktok.com/@backporch.crew
306,7579054541350486030,tarotwithchris,GO,,4,@cmadpoet,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,578,"46,789","50,440",2,2,15,0,0,0,-,0,15,40,https://www.tiktok.com/@tarotwithchris
307,7363729312689963025,julianpalacios2001,GO,,24,@j_palacios23,,SVEN,5,Y,1.00,5,141%,7,2,11,15,4,0,0,1,"100,000","100,000",Down,1,,"38,048","2,867","7,591",3,2,14,0,0,0,-,0,18,60,https://www.tiktok.com/@julianpalacios2001
308,7547872614069518349,primed.plat,GO,,7,@primedplate1,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"4,055","1,634","262,099",-1,0,10,"66,000",0,0,-,0,8,20,https://www.tiktok.com/@primed.plat
309,7556036556927090702,th3onef3ar,GO,,6,@theon3f3ar,,LEVI,0,Y,1.00,4,113%,7,3,8,15,7,0,0,1,"100,000","100,000",Down,1,,"21,986",6,4,2,2,11,0,0,0,-,0,15,40,https://www.tiktok.com/@th3onef3ar
310,7359134507833982981,loisa_asmr,GO,,47,@loisa8427,ASMR,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"1,923,705","67,527","153,405",-1,-1,9,"32,500",0,"20,500",1x,"20,500",8,20,https://www.tiktok.com/@loisa_asmr
354,7595741738505879565,jamjamish,GO,,3,,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"110,040","10,074","93,480",-1,2,8,0,0,0,1x,0,8,20,https://www.tiktok.com/@jamjamish
338,7603559048310505485,jeffrey8bp,GO,,2,,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"3,998","5,702",,3,,9,0,0,0,1x,0,18,60,https://www.tiktok.com/@jeffrey8bp
313,7553020731857322039,depttv,GO,,7,@dep6969,Gaming,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"12,010",0,141,-1,3,8,0,0,0,-,0,8,20,https://www.tiktok.com/@depttv
314,7561178434211332109,damon.ey,GO,,6,@damxney,Gaming,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"79,019","38,083",1,2,-1,7,0,0,0,-,0,15,40,https://www.tiktok.com/@damon.ey
315,7598710170574733326,heathen_ikyoto,GO,,3,@heathen_ikyoto,Gaming,ALLIE,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,123,752,430,0,2,6,0,0,0,1x,0,8,20,https://www.tiktok.com/@heathen_ikyoto
316,7534212614495191095,mergemadam,GO,,8,@empoweredebony,,DYLAN,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,67,0,142,-1,2,5,0,0,0,-,0,8,20,https://www.tiktok.com/@mergemadam
317,7359137032024752133,djbowiejane,GO,,29,@djbowiejane,Music,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"865,475",0,"95,752",-1,-1,4,"195,050",0,"17,750",-,0,8,20,https://www.tiktok.com/@djbowiejane
318,7467718585595723793,a_aronfish,GO,,14,@a_aronfish,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"1,511,392","13,302","68,740",-1,0,2,0,0,0,-,0,8,20,https://www.tiktok.com/@a_aronfish
319,7601722710653288503,birdiesforeus,GO,,2,@jayddoesit,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"8,203","3,224",,1,,3,0,0,0,1x,0,11,30,https://www.tiktok.com/@birdiesforeus
320,7597658582695526455,ijaneeg,GO,,3,@ijaneeg,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"17,819","18,882","2,910",1,-1,3,0,0,0,1x,0,11,30,https://www.tiktok.com/@ijaneeg
366,7605650147527213069,mauricethemusic,GO,,2,@astrobeatz,Music,DYLAN,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"1,780,503","62,267",,-1,,3,"3,000",0,"3,000",1x,"3,000",8,20,https://www.tiktok.com/@mauricethemusic
322,7550850474841456654,eyekonicswiftie,GO,,7,@lilstrawburry,,LEVI,6,Y,1.00,2,56%,7,5,2,15,13,0,0,1,"100,000","100,000",Down,1,,"1,246",7,18,1,-1,3,0,0,0,-,0,11,30,https://www.tiktok.com/@eyekonicswiftie
364,7605716528268591117,michelleistheboss1978,GO,,2,,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"64,112",13,,1,,3,0,0,0,1x,0,11,30,https://www.tiktok.com/@michelleistheboss1978
324,7359135501099761669,itskbearr,GO,,34,@itskailabear,Gaming,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"69,996","1,374","3,996",-1,1,2,0,0,0,-,0,8,20,https://www.tiktok.com/@itskbearr
325,7471151790571126785,retrozombiegaming,GO,,14,@retrozombiegaming,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"20,559",227,354,-1,1,2,0,0,0,-,0,8,20,https://www.tiktok.com/@retrozombiegaming
326,7484330241842987025,heavenrnybaribaddie,GO,,13,@supermom0363,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"84,785",146,"1,393",-1,1,2,0,0,0,-,0,8,20,https://www.tiktok.com/@heavenrnybaribaddie
327,7595395796338720781,walmart.grey,GO,,3,,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"118,917","1,260","14,490",-1,1,2,0,0,0,1x,0,8,20,https://www.tiktok.com/@walmart.grey
328,7409457835299356689,boundmanlove,GO,,19,@boundmanlove,Gaming,DYLAN,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"13,361",0,"6,344",-1,1,2,"31,000",0,"1,000",-,0,8,20,https://www.tiktok.com/@boundmanlove
329,7376338046494720016,trinity.blair,GO,,5,@trinityblair.,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"130,689,444","58,861",0,-1,-1,2,0,0,0,-,0,8,20,https://www.tiktok.com/@trinity.blair
330,7359139453274947589,angeleyez39,GO,,25,@angeleyez39,,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"3,866",0,"55,476",-1,-1,2,"1,750",0,"1,750",-,0,8,20,https://www.tiktok.com/@angeleyez39
331,7567822393935380494,the_greekbeast,GO,,5,@thegreekbeast514,,JOE,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"3,389,102","4,344","23,044",-1,-1,0,"37,000",0,"10,000",-,0,8,20,https://www.tiktok.com/@the_greekbeast
332,7541597194860838926,x.xiii.x,GO,,8,@luciaxiii,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"157,626","8,507","25,478",-1,0,1,0,0,0,-,0,8,20,https://www.tiktok.com/@x.xiii.x
333,7371646533651005456,sayeh2002,GO,,23,@sayeh2002_96458,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"32,819","38,490","11,731",-1,-1,1,"12,500",0,"12,500",-,0,8,20,https://www.tiktok.com/@sayeh2002
334,7359135736874467333,jovanijara99,GO,,33,@yobani7322,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"6,212,949","25,966","7,722",-1,-1,1,"19,500",0,"9,500",-,0,8,20,https://www.tiktok.com/@jovanijara99
335,7359134964962623494,.dianaaa__,GO,,39,@diannaa.xo,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"163,270","28,935","9,359",-1,-1,1,"1,500",0,"1,500",-,0,8,20,https://www.tiktok.com/@.dianaaa__
336,7589643758640185358,fit4ever91,GO,,3,@fit4ever91,,DYLAN,5,Y,1.00,1,28%,7,6,3,15,12,0,0,1,"100,000","100,000",Down,1,✦,277,911,445,0,0,1,0,0,0,1x,0,8,20,https://www.tiktok.com/@fit4ever91
337,7538283212296962103,by.nicolel,GO,,8,@inicolel,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"192,748",759,654,0,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@by.nicolel
338,7359135410272239622,lolthatsrichie,GO,,34,@deekay7118,,LEVI,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"2,982,402",350,"24,283",-1,-1,1,"6,975",0,"6,975",-,0,8,20,https://www.tiktok.com/@lolthatsrichie
339,7516667825638064129,just_kymie,GO,,10,@kim027225,,LEVI,0,Y,1.00,1,28%,7,6,2,15,13,0,0,1,"100,000","100,000",Down,1,,"70,829",1,56,0,0,1,0,0,0,-,0,8,20,https://www.tiktok.com/@just_kymie
340,7582802583895523341,leahhmelia,GO,,4,@leahbeah1233,,ALLIE,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"221,773",0,"31,223",-1,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@leahhmelia
341,7517444538256850945,trippedz2xx,GO,,10,@trippyvnilla,,LEVI,1,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"124,854",192,34,0,-1,1,0,0,0,-,0,8,20,https://www.tiktok.com/@trippedz2xx
342,7581270140747137079,swiggitymann,GO,,4,@swiggityman,Gaming,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"8,334,134",0,"19,150",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@swiggitymann
343,7451019704396906497,likeromeo,GO,,16,@likeromeo,Gaming,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"7,099","8,697","9,437",-1,0,0,"9,000",0,"7,000",-,0,8,20,https://www.tiktok.com/@likeromeo
344,7457401443486826512,_kristie032,GO,,15,@kristie_32,,PAUL,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"2,086","5,310","9,788",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@_kristie032
345,7571250824484175885,davispack6,GO,,5,@traceydavis0731,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"24,221","1,983","19,003",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@davispack6
346,7537733986077065230,.zmynt,GO,,8,@icygoated,Gaming,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"1,852","1,033",897,-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@.zmynt
347,7359135762769739782,real209er,GO,,6,@real209er,Music,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"3,883,661","12,389","1,746",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@real209er
393,7605059443780337678,kristenkittymeow,GO,,2,@kristenjcounts,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"28,334","15,375",,-1,,0,0,0,0,1x,0,8,20,https://www.tiktok.com/@kristenkittymeow
349,7359136478452088837,davehowardshow,GO,,12,@davehowardshow_80270,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"110,515","16,269","9,415",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@davehowardshow
350,7359135112296071173,thomasetv3000,GO,,37,@bentleyb,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"28,651","16,292","5,412",-1,-1,0,"3,500",0,"3,500",-,0,8,20,https://www.tiktok.com/@thomasetv3000
351,7538299940934828046,dovahkiinsdaydream,GO,,8,@queenskyrim,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"8,192","7,201","6,598",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@dovahkiinsdaydream
352,7498425395025330192,jonathan.mcclaine,GO,,12,@tupaceditz0405,,COLTON,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"2,565","5,065","6,867",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@jonathan.mcclaine
353,7433142229734293521,brookeventre,GO,,17,@brookeventre,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"1,458,510","4,926",196,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@brookeventre
354,7531014993601609741,asiaechols,GO,,8,@asiae0018,Gaming,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"74,131","3,837",274,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@asiaechols
355,7359135099172159494,mayhem.meadows.farm,GO,,37,@robersoncreekfarm,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"6,753,783","5,902","9,410",-1,-1,0,"2,000",0,"2,000",-,0,8,20,https://www.tiktok.com/@mayhem.meadows.farm
356,7455479714787147792,devabby1,GO,,15,@devabby,,SIERRA,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"3,590","2,819","1,181",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@devabby1
357,7471057955509682177,kinkyykenzzz,GO,,14,,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"387,079","2,577","2,613",-1,-1,0,"5,000",0,"5,000",-,0,8,20,https://www.tiktok.com/@kinkyykenzzz
358,7564865117108682765,freida.martha,GO,,6,@freida.martha,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"18,448","2,548",265,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@freida.martha
559,7359135070302535686,iamjacobsavage,GO,,37,@jacobsavage23,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"79,637,715","2,480",0,-1,-1,0,"3,250",0,"3,250",-,0,8,20,https://www.tiktok.com/@iamjacobsavage
360,7601673912480612366,ann041468,GO,,2,,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"9,227","2,334",,-1,,0,0,0,0,1x,0,8,20,https://www.tiktok.com/@ann041468
361,7570151387590344717,jchavolito,GO,,5,@emperorjchavolito,,TRENTON,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"269,179","3,143","2,806",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@jchavolito
362,7359679510746415120,coophewitt,GO,,24,@cooperhewitt,Music,BRYTON,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"2,784","2,133","1,343",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@coophewitt
363,7590918395877539895,rylanlogan.s,GO,,3,,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,✦,"13,154","1,639",0,-1,-1,0,0,0,0,1x,0,8,20,https://www.tiktok.com/@rylanlogan.s
364,7359138741682143237,kieara_0712,GO,,16,@getclapped17246,,SIERRA,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"15,739","1,570",35,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@kieara_0712
365,7363414198677979137,doseof.tayyy,GO,,24,@taylor.j.0127,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"7,633","2,962",13,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@doseof.tayyy
366,7359139642425507846,ctsorrell,GO,,24,@ctsorrell23,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"10,958","1,335",0,-1,-1,0,"15,500",0,"15,500",-,0,8,20,https://www.tiktok.com/@ctsorrell
367,7582018343767425037,nikkinjesus,GO,,4,,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"31,781","1,237",315,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@nikkinjesus
368,7359135262674452485,nantsinthepants,GO,,22,,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"66,435","1,356",0,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@nantsinthepants
418,7359135408740925446,_reallyrachel_,GO,,34,,Music,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"9,622","1,107",-2,-1,,0,500,0,500,-,0,8,20,https://www.tiktok.com/@_reallyrachel_
370,7514711649840873488,andrewdoeswell,GO,,5,@andrewmassey6509,,SVEN,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"35,574","1,071",198,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@andrewdoeswell
371,7450994065371365393,tastydan,GO,,16,@tastydan,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"136,000","1,050",0,-1,-1,0,"7,000",0,0,-,0,8,20,https://www.tiktok.com/@tastydan
372,7521902300512960529,pmarsha423gmail.com,GO,,9,,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"11,636",404,"1,141",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@pmarsha423gmail.com
373,7563830142955634743,daddylilsky24,GO,,6,,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"10,283",171,"5,197",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@daddylilsky24
374,7580527970687959095,stary750v2,GO,,4,@stary750v2,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"24,588","8,620","11,229",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@stary750v2
375,7443598365138665488,gigiinextdoor,GO,,16,@simpnextdoor,Gaming,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"15,322",52,162,-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@gigiinextdoor
376,7556036445476241422,djgregdean,GO,,6,@djgregdean,Music,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"7,333",37,"5,192",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@djgregdean
377,7571622575235776567,chefvaun,GO,,5,@vaunt34,Gaming,TRE,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,506,6,684,-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@chefvaun
378,7559934933175877645,moneysignpeso,GO,,6,@moneysignpeso,,SHAVONNE,0,Y,1.00,2,56%,7,5,3,15,12,0,0,1,"100,000","100,000",Down,1,,"133,808",1,0,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@moneysignpeso
379,7359137883216805893,prodigalmediumgabe,GO,,7,@gabrieljames2021,,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"445,761",0,"4,480",-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@prodigalmediumgabe
380,7571863711502090253,maritanightingale6,GO,,5,@maritanightingale6,,SVEN,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"4,947",0,330,-1,-1,0,0,0,0,-,0,8,20,https://www.tiktok.com/@maritanightingale6
381,7557699642381746190,followyourdestinie,GO,,4,@followyourdestinie,Music,,0,Y,1.00,0,0%,7,7,0,15,15,0,0,1,"100,000","100,000",Down,1,,"4,782",0,"1,021",-1,0,0,0,0,0,-,0,8,20,https://www.tiktok.com/@followyourdestinie
