CID,TikTok,Type,Date,Plus,Minus
7403953558330032145,annaaweartist,Royal Rumble,2/19/2025,,
7421725851278082065,itsyofavdessie_3,Royal Rumble,2/19/2025,"5,000",
7359135084659736581,samanthasingsit,Royal Rumble,2/19/2025,,
7451019704396906497,likeromeo,Royal Rumble,2/19/2025,,
7359138374126665733,gatorreb3l321,Royal Rumble,2/19/2025,,
7359135442542952454,lil.ginga5,Royal Rumble,2/19/2025,,
7359135097779519493,bryton.39,Bonus,2/19/2025,"35,000",-35000
7421725851278082065,itsyofavdessie_3,Weekly Rank,2/19/2025,"15,000",
7359138057808773126,unicornskittlez,Weekly Rank,2/19/2025,"10,000",
7457700597744205841,kystout0,Weekly Rank,2/19/2025,"5,000",
7421725851278082065,itsyofavdessie_3,Gifted,2/18/2025,,-37500
7359135097779519493,bryton.39,Gifted,2/17/2025,,-168550
7417960855335354369,pcdrums76,Gifted,2/16/2025,,
7359135105165656069,freekbass,Stage Takeover,2/16/2025,"70,000",-58000
7359136363951816710,rockylanemusic,Stage Takeover,2/16/2025,"10,000",
7359137032024752133,djbowiejane,Stage Takeover,2/16/2025,,
7417960855335354369,pcdrums76,Stage Takeover,2/16/2025,,
7359136672245809158,natalianope,Stage Takeover,2/16/2025,,
7409743090665242641,theviolution,Stage Takeover,2/16/2025,,-5000
7359134961959632902,thecyrilia,Stage Takeover,2/16/2025,,
7359135264167428102,coloreomusic,Stage Takeover,2/16/2025,,
7359134456151867397,luke.h.reynoldsmusic,Stage Takeover,2/16/2025,,
7359135084659736581,samanthasingsit,Stage Takeover,2/16/2025,,
7430612680660189200,hazel_b_music,Stage Takeover,2/16/2025,,
7409743090665242641,theviolution,Bonus,2/15/2025,"35,000",-35000
7417960855335354369,pcdrums76,Bonus,2/15/2025,"35,000",-35000
UK,stiansings,Royal Rumble,2/14/2025,"8,000",-1000
7417960855335354369,pcdrums76,Royal Rumble,2/14/2025,"9,000",-5000
7409743090665242641,theviolution,Royal Rumble,2/14/2025,"4,000",
UK,evolutionguidance,Royal Rumble,2/14/2025,,
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,2/14/2025,,
7359135408745447429,b.herbz,Royal Rumble,2/14/2025,"2,000",
7359135286036561926,lsxcrew,Royal Rumble,2/14/2025,,
7359135407344386054,sims.erection,Royal Rumble,2/14/2025,"1,000",-1000
7420590887278755856,everlucent18,Royal Rumble,2/14/2025,,
7359136220175237125,samuelciafaloni,Rookie Rumble,2/13/2025,,-2000
7359138374126665733,gatorreb3l321,Rookie Rumble,2/13/2025,,-2000
7359137104485449733,naughtygothchick,Rookie Rumble,2/13/2025,,-2000
7457781689205669905,leo_notdicapri0,Rookie Rumble,2/13/2025,,-2000
7451621595094794257,mikemgtv,Rookie Rumble,2/13/2025,,-2000
7420590887278755856,everlucent18,Rookie Rumble,2/13/2025,,-2000
7455857931691507713,sebastianadamick,Rookie Rumble,2/13/2025,,-2000
7467472515904831489,backwoodscaiden,Rookie Rumble,2/13/2025,,-2000
7467026650593738769,sydneydixonmusic,Rookie Rumble,2/13/2025,,-2000
7450725572193370128,alissonbojo,Rookie Rumble,2/13/2025,,-2000
7444820881479680016,jammerqueen,Rookie Rumble,2/13/2025,,-2000
7449640519917158417,chuckshadow,Rookie Rumble,2/13/2025,,-2000
7460660574574182416,alexandraromohern0,Rookie Rumble,2/13/2025,,-2000
7359135918558576646,amyluwho982,Rookie Rumble,2/13/2025,,-2000
7413973748551909393,idaffne,Rookie Rumble,2/13/2025,,-2000
7359135097779519493,bryton.39,Royal Rumble,2/12/2025,"11,000",-6000
7359135105165656069,freekbass,Royal Rumble,2/12/2025,"48,000",-18000
7409743090665242641,theviolution,Royal Rumble,2/12/2025,,
7359135084659736581,samanthasingsit,Royal Rumble,2/12/2025,,
7417960855335354369,pcdrums76,Royal Rumble,2/12/2025,,
7359134813120659461,jeremiahboutross,Royal Rumble,2/12/2025,,
7359135632007921670,gymlordmarkus,Royal Rumble,2/12/2025,,
7359135207653539845,_hunterrrrr,Royal Rumble,2/12/2025,,
7359135408745447429,b.herbz,Royal Rumble,2/12/2025,,
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,2/12/2025,"5,000",
7359135283092226053,oregonstargirl,Royal Rumble,2/12/2025,,
7359137631822708741,sam_g_89,Royal Rumble,2/12/2025,,
7359135264167428102,coloreomusic,Royal Rumble,2/12/2025,,
7359137032024752133,djbowiejane,Royal Rumble,2/12/2025,,
7359135727810052101,hotterjakepaul,Royal Rumble,2/12/2025,"5,000",
7398434150094553105,az.babe,Royal Rumble,2/12/2025,,
7359135442542952454,lil.ginga5,Royal Rumble,2/12/2025,,
7359135286036561926,lsxcrew,Royal Rumble,2/12/2025,,
7417960855335354369,pcdrums76,Bonus,2/12/2025,"35,000",-35000
7409743090665242641,theviolution,Bonus,2/12/2025,"35,000",-35000
7359135632007921670,gymlordmarkus,Gifted,2/12/2025,,-10000
7359134701724041221,yourfavderek,Gifted,2/11/2025,,-3000
7359135097779519493,bryton.39,Bonus,2/11/2025,"70,000",-70000
7359135097779519493,bryton.39,Daily Rank,2/9/2025,,
7359135632007921670,gymlordmarkus,Royal Rumble,2/7/2025,,
7359135264167428102,coloreomusic,Royal Rumble,2/7/2025,,
7359134813120659461,jeremiahboutross,Royal Rumble,2/7/2025,"6,000",-4000
UK,dannystobo,Royal Rumble,2/7/2025,,
7359135408745447429,b.herbz,Royal Rumble,2/7/2025,"3,000",-1000
7359137032024752133,djbowiejane,Royal Rumble,2/7/2025,"14,500",-5000
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,2/7/2025,"2,000",
7420590887278755856,everlucent18,Royal Rumble,2/7/2025,,
7359135160362958854,justbrendaaaa,Royal Rumble,2/7/2025,,
7359136758577004549,worldwideinc_08,Royal Rumble,2/7/2025,,
7359139443036389382,hotsenorita2,Royal Rumble,2/7/2025,,
7359135160358699014,kayy.jayy26,Royal Rumble,2/7/2025,,
7451621595094794257,mikemgtv,Royal Rumble,2/7/2025,,
7359134585688522757,singleonthemove,Daily Rank,2/7/2025,,
7359135160362958854,justbrendaaaa,Rookie Rumble,2/6/2025,"2,000",-2000
7451621595094794257,mikemgtv,Rookie Rumble,2/6/2025,"2,000",-2000
7359136220175237125,samuelciafaloni,Rookie Rumble,2/6/2025,"2,000",-2000
7444838821734268929,fishon053,Rookie Rumble,2/6/2025,"2,000",-2000
7457781689205669905,leo_notdicapri0,Rookie Rumble,2/6/2025,"2,000",-2000
7420590887278755856,everlucent18,Rookie Rumble,2/6/2025,"2,000",-2000
7359137865995091974,siren_ofthe_stars,Rookie Rumble,2/6/2025,"2,000",-2000
7426527818483236880,hotworkmusic,Rookie Rumble,2/6/2025,"2,000",-2000
7455857931691507713,sebastianadamick,Rookie Rumble,2/6/2025,"2,000",-2000
7359139443036389382,hotsenorita2,Rookie Rumble,2/6/2025,"2,000",-2000
7467472515904831489,backwoodscaiden,Rookie Rumble,2/6/2025,"2,000",-2000
7359135918558576646,amyluwho982,Rookie Rumble,2/6/2025,"2,000",-2000
7417960855335354369,pcdrums76,Bonus,2/6/2025,"70,000",-70000
7417960855335354369,pcdrums76,Gifted,2/6/2025,,-50000
7417960855335354369,pcdrums76,Royal Rumble,2/5/2025,"12,000",-12000
7409743090665242641,theviolution,Royal Rumble,2/5/2025,,
7359135632007921670,gymlordmarkus,Royal Rumble,2/5/2025,,
7359134813120659461,jeremiahboutross,Royal Rumble,2/5/2025,"11,000",-6000
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,2/5/2025,,
7359135283092226053,oregonstargirl,Royal Rumble,2/5/2025,,
7359135727810052101,hotterjakepaul,Royal Rumble,2/5/2025,,
7359135264167428102,coloreomusic,Royal Rumble,2/5/2025,,
7359134574070398981,sierralandasmr,Royal Rumble,2/5/2025,,
7359134960558571525,smity194,Royal Rumble,2/5/2025,,
7359135084659736581,samanthasingsit,Royal Rumble,2/5/2025,"15,000",
7359137032024752133,djbowiejane,Royal Rumble,2/5/2025,"5,000",
7421725851278082065,itsyofavdessie_3,Royal Rumble,2/5/2025,"5,000",
7359135160358699014,kayy.jayy26,Royal Rumble,2/5/2025,,
7359135097779519493,bryton.39,Bonus,2/5/2025,"70,000",-70000
7359135097779519493,bryton.39,Daily Rank,2/5/2025,,
7417960855335354369,pcdrums76,Bonus,2/2/2025,"35,000",-35000
7409743090665242641,theviolution,Bonus,2/2/2025,"70,000",-35000
7359135097779519493,bryton.39,Bonus,2/2/2025,"70,000",-70000
7359135097779519493,bryton.39,Weekly Rank,2/2/2025,"40,000",
7417960855335354369,pcdrums76,Weekly Rank,2/2/2025,"25,000",
7359134585688522757,singleonthemove,Weekly Rank,2/2/2025,"15,000",
7421725851278082065,itsyofavdessie_3,Weekly Rank,2/2/2025,"15,000",
7368626525710794769,daisy_dew4,Weekly Rank,2/2/2025,"10,000",
7359135632007921670,gymlordmarkus,Weekly Rank,2/2/2025,"10,000",
7454359110578864145,alliemsx,Weekly Rank,2/2/2025,"7,500",
7359135302167822342,cowboytuff03,Weekly Rank,2/2/2025,"5,000",
7359138475368513541,scarlettjlopez,Weekly Rank,2/2/2025,"2,500",
7420590887278755856,everlucent18,Weekly Rank,2/2/2025,"7,500",
7455906925805600785,dosety,Weekly Rank,2/2/2025,"5,000",
7462507750791348240,kaybaby2141,Weekly Rank,2/2/2025,"2,500",
7359135097779519493,bryton.39,Daily Rank,2/2/2025,,
7359134585688522757,singleonthemove,Daily Rank,2/2/2025,,
7359135105165656069,freekbass,Stage Takeover,2/1/2025,"45,000",-15000
7359136672245809158,natalianope,Stage Takeover,2/1/2025,,
7359136363951816710,rockylanemusic,Stage Takeover,2/1/2025,,-20000
7359134961959632902,thecyrilia,Stage Takeover,2/1/2025,,
7359134456151867397,luke.h.reynoldsmusic,Stage Takeover,2/1/2025,,
7359135264167428102,coloreomusic,Stage Takeover,2/1/2025,,
7433607263870517264,alexadrums,Stage Takeover,2/1/2025,,
7417960855335354369,pcdrums76,Bonus,2/1/2025,"70,000",-70000
7409743090665242641,theviolution,Bonus,2/1/2025,"70,000",-35000
7454359110578864145,alliemsx,House Reward,1/31/2025,"35,000",
7359138475368513541,scarlettjlopez,Rookie Rumble,1/30/2025,"2,000",-2000
7359138374126665733,gatorreb3l321,Rookie Rumble,1/30/2025,"2,000",-2000
7451621595094794257,mikemgtv,Rookie Rumble,1/30/2025,"2,000",-2000
7444838821734268929,fishon053,Rookie Rumble,1/30/2025,"2,000",-2000
7420590887278755856,everlucent18,Rookie Rumble,1/30/2025,"2,000",-2000
7457781689205669905,leo_notdicapri0,Rookie Rumble,1/30/2025,"2,000",-2000
7459202382103248912,matia_0g,Rookie Rumble,1/30/2025,"2,000",-2000
7426527818483236880,hotworkmusic,Rookie Rumble,1/30/2025,"2,000",-2000
7413973179343011857,ellezworld__,Rookie Rumble,1/30/2025,"2,000",-2000
7359136758577004549,worldwideinc_08,Rookie Rumble,1/30/2025,"2,000",-2000
7413973748551909393,idaffne,Rookie Rumble,1/30/2025,"2,000",-2000
7450725572193370128,alissonbojo,Rookie Rumble,1/30/2025,"2,000",-2000
7370643117634224145,queen_nala_24,Rookie Rumble,1/30/2025,"2,000",-2000
7460027556662804496,b3autifuldisaster1,Rookie Rumble,1/30/2025,"2,000",-2000
7444820881479680016,jammerqueen,Rookie Rumble,1/30/2025,"2,000",-2000
7359137104485449733,naughtygothchick,Rookie Rumble,1/30/2025,"2,000",-2000
7417960855335354369,pcdrums76,Gifted,1/30/2025,,-26000
7359134814559174662,haiyy29,Royal Rumble,1/30/2025,"24,500",-7000
7417960855335354369,pcdrums76,Royal Rumble,1/30/2025,,
7409743090665242641,theviolution,Royal Rumble,1/30/2025,"2,500",
7359135632007921670,gymlordmarkus,Royal Rumble,1/30/2025,,
UK,stiansings,Royal Rumble,1/30/2025,"5,500",-3000
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,1/30/2025,,
UK,dannystobo,Royal Rumble,1/30/2025,,
7359135408745447429,b.herbz,Royal Rumble,1/30/2025,,
UK,liamcourtnae,Royal Rumble,1/30/2025,,
7359137032024752133,djbowiejane,Royal Rumble,1/30/2025,"2,500",
UK,jonmckenziemusic,Royal Rumble,1/30/2025,,
7359135160358699014,kayy.jayy26,Royal Rumble,1/30/2025,,
7451621595094794257,mikemgtv,Royal Rumble,1/30/2025,,
7359135286036561926,lsxcrew,Royal Rumble,1/30/2025,,
7455906925805600785,dosety,Royal Rumble,1/30/2025,,
7413973179343011857,ellezworld__,Royal Rumble,1/30/2025,,
7413973748551909393,idaffne,Royal Rumble,1/30/2025,,
7359136758577004549,worldwideinc_08,Royal Rumble,1/30/2025,,
7413595587108405265,child_king7777__,Royal Rumble,1/30/2025,,
7359135097779519493,bryton.39,Royal Rumble,1/29/2025,"57,000",-22000
7409743090665242641,theviolution,Royal Rumble,1/29/2025,,
7417960855335354369,pcdrums76,Royal Rumble,1/29/2025,"5,000",
7359135264167428102,coloreomusic,Royal Rumble,1/29/2025,,
7359134960558571525,smity194,Royal Rumble,1/29/2025,,
7359134574070398981,sierralandasmr,Royal Rumble,1/29/2025,,
7359135207653539845,_hunterrrrr,Royal Rumble,1/29/2025,"5,000",
7359134813120659461,jeremiahboutross,Royal Rumble,1/29/2025,,
7359134961959632902,thecyrilia,Royal Rumble,1/29/2025,,
7359135408745447429,b.herbz,Royal Rumble,1/29/2025,,
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,1/29/2025,"5,000",
7359135160358699014,kayy.jayy26,Royal Rumble,1/29/2025,,
7359136272692117509,fitchefkory,Royal Rumble,1/29/2025,,
7359135286036561926,lsxcrew,Royal Rumble,1/29/2025,,
7359135632007921670,gymlordmarkus,Gifted,1/29/2025,,-10000
7359135097779519493,bryton.39,Bonus,1/28/2025,"70,000",-70000
7359135097779519493,bryton.39,Daily Rank,1/28/2025,,
7359135826238013445,fun_with_kermit_usa,Gifted,1/28/2025,,-50000
7359135207653539845,_hunterrrrr,Gifted,1/27/2025,,-10275
7417960855335354369,pcdrums76,Bonus,1/26/2025,"35,000",-35000
7409743090665242641,theviolution,Bonus,1/26/2025,"35,000",-35000
7359135283092226053,oregonstargirl,Gifted,1/26/2025,,-4000
7359134814559174662,haiyy29,Gifted,1/26/2025,,-10000
7359135097779519493,bryton.39,Weekly Rank,1/26/2025,"20,000",
7359135283092226053,oregonstargirl,Weekly Rank,1/26/2025,"10,000",
7359135281678712838,blakeslifeline,Weekly Rank,1/26/2025,"5,000",
7359135207653539845,_hunterrrrr,Weekly Rank,1/26/2025,"7,500",
7359135632007921670,gymlordmarkus,Weekly Rank,1/26/2025,"10,000",
7421725851278082065,itsyofavdessie_3,Weekly Rank,1/26/2025,"2,500",
7359135302167822342,cowboytuff03,Weekly Rank,1/26/2025,"3,750",
7359134701724041221,yourfavderek,Weekly Rank,1/26/2025,"2,500",
7359135410272239622,lolthatsrichie,Weekly Rank,1/26/2025,"1,250",
7451090481020321808,growandglowasmr,Weekly Rank,1/26/2025,"15,000",
7359138475368513541,scarlettjlopez,Weekly Rank,1/26/2025,"10,000",
7459544091840413697,austinhowd,Weekly Rank,1/26/2025,"5,000",
7359134456151867397,luke.h.reynoldsmusic,Gifted,1/25/2025,,-9500
7451090481020321808,growandglowasmr,Gifted,1/25/2025,,-5000
7359135207653539845,_hunterrrrr,Royal Rumble,1/24/2025,"11,000",
7359135408745447429,b.herbz,Royal Rumble,1/24/2025,,
7359135407344386054,sims.erection,Royal Rumble,1/24/2025,,
7359135286036561926,lsxcrew,Royal Rumble,1/24/2025,,
7359137631822708741,sam_g_89,Royal Rumble,1/24/2025,"2,000",
7359134725199462406,mcdonalds_hacks101,Royal Rumble,1/24/2025,"13,500",
7359135632007921670,gymlordmarkus,Royal Rumble,1/24/2025,,
7450994065371365393,tastydan,Royal Rumble,1/24/2025,,
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,1/24/2025,"2,000",
7420590887278755856,everlucent18,Royal Rumble,1/24/2025,,
7386895531936727041,foreveryapping,Royal Rumble,1/24/2025,,
7455906925805600785,dosety,Royal Rumble,1/24/2025,,
7359139443036389382,hotsenorita2,Royal Rumble,1/24/2025,,
7359135097779519493,bryton.39,Bonus,1/24/2025,"70,000",-70000
7359135097779519493,bryton.39,Daily Rank,1/24/2025,,
7417960855335354369,pcdrums76,Gifted,1/23/2025,,-50000
7359134814559174662,haiyy29,Gifted,1/23/2025,,-15000
7359134585688522757,singleonthemove,Daily Rank,1/23/2025,,
7454734552142118928,thewhisperfaerieasmr,Rookie Rumble,1/23/2025,"2,000",-2000
7359138374126665733,gatorreb3l321,Rookie Rumble,1/23/2025,"2,000",-2000
7450994065371365393,tastydan,Rookie Rumble,1/23/2025,"2,000",-2000
7420590887278755856,everlucent18,Rookie Rumble,1/23/2025,"2,000",-2000
7457781689205669905,leo_notdicapri0,Rookie Rumble,1/23/2025,"2,000",-2000
7459202382103248912,matia_0g,Rookie Rumble,1/23/2025,"2,000",-2000
7459554941531881473,thecupcakejake,Rookie Rumble,1/23/2025,"2,000",-2000
7359136758577004549,worldwideinc_08,Rookie Rumble,1/23/2025,"2,000",-2000
7455906925805600785,dosety,Rookie Rumble,1/23/2025,"2,000",-2000
7359139187003490309,daaniiieellee,Rookie Rumble,1/23/2025,"2,000",-2000
7444820881479680016,jammerqueen,Rookie Rumble,1/23/2025,"2,000",-2000
7405592604387246096,hunterreesepena,Rookie Rumble,1/23/2025,"2,000",-2000
7455857931691507713,sebastianadamick,Rookie Rumble,1/23/2025,"2,000",
7359135097779519493,bryton.39,Royal Rumble,1/22/2025,"39,000",
7409743090665242641,theviolution,Royal Rumble,1/22/2025,,
7417960855335354369,pcdrums76,Royal Rumble,1/22/2025,"19,000",
7359134960558571525,smity194,Royal Rumble,1/22/2025,,
7359135826238013445,fun_with_kermit_usa,Royal Rumble,1/22/2025,"2,000",
7359135264167428102,coloreomusic,Royal Rumble,1/22/2025,,
7359135207653539845,_hunterrrrr,Royal Rumble,1/22/2025,,
7359135727810052101,hotterjakepaul,Royal Rumble,1/22/2025,,
7359134961959632902,thecyrilia,Royal Rumble,1/22/2025,,
7359137032024752133,djbowiejane,Royal Rumble,1/22/2025,"5,000",
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,1/22/2025,"5,000",
7359134574070398981,sierralandasmr,Royal Rumble,1/22/2025,"2,000",
7398434150094553105,az.babe,Royal Rumble,1/22/2025,,
7403953558330032145,annaaweartist,Royal Rumble,1/22/2025,,
7359135084659736581,samanthasingsit,Royal Rumble,1/22/2025,,
7417960855335354369,pcdrums76,Bonus,1/22/2025,"70,000",-70000
7359134574070398981,sierralandasmr,Gifted,1/22/2025,,-10000
7359135097779519493,bryton.39,Bonus,1/21/2025,"70,000",-70000
7409743090665242641,theviolution,Bonus,1/21/2025,"70,000",-35000
7437320426143055889,thederrrtygirl,Gifted,1/21/2025,,-45000
7359135097779519493,bryton.39,Daily Rank,1/21/2025,,
7417960855335354369,pcdrums76,Daily Rank,1/21/2025,,
7417960855335354369,pcdrums76,Stage Takeover,1/18/2025,,
7359134961959632902,thecyrilia,Stage Takeover,1/18/2025,,
7409743090665242641,theviolution,Stage Takeover,1/18/2025,"5,000",
7359136363951816710,rockylanemusic,Stage Takeover,1/18/2025,"35,000",
7359135084659736581,samanthasingsit,Stage Takeover,1/18/2025,,
7359134456151867397,luke.h.reynoldsmusic,Stage Takeover,1/18/2025,"5,000",
7454734552142118928,thewhisperfaerieasmr,Gifted,1/18/2025,,-19000
7417960855335354369,pcdrums76,Royal Rumble,1/17/2025,"28,000",
7359135264167428102,coloreomusic,Royal Rumble,1/17/2025,,
7359134813120659461,jeremiahboutross,Royal Rumble,1/17/2025,,
7359135632007921670,gymlordmarkus,Royal Rumble,1/17/2025,,
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,1/17/2025,,
7359137032024752133,djbowiejane,Royal Rumble,1/17/2025,"3,000",
7359135017219424262,864_queen,Royal Rumble,1/17/2025,,
7359134574070398981,sierralandasmr,Royal Rumble,1/17/2025,"2,000",
7403953558330032145,annaaweartist,Royal Rumble,1/17/2025,,
7454734552142118928,thewhisperfaerieasmr,Royal Rumble,1/17/2025,"2,000",
7451621595094794257,mikemgtv,Royal Rumble,1/17/2025,,
7359135286036561926,lsxcrew,Royal Rumble,1/17/2025,,
7420590887278755856,everlucent18,Royal Rumble,1/17/2025,,
7359135732201488390,toxic_luigi69,Royal Rumble,1/17/2025,,
7455906925805600785,dosety,Royal Rumble,1/17/2025,,
7429133496054087696,melissawall53,Royal Rumble,1/17/2025,,
7417960855335354369,pcdrums76,Bonus,1/17/2025,"35,000",-35000
7359135632007921670,gymlordmarkus,Gifted,1/16/2025,,-29700
7433607263870517264,alexadrums,Rookie Rumble,1/16/2025,"2,000",-2000
7359138475368513541,scarlettjlopez,Rookie Rumble,1/16/2025,"2,000",-2000
7426527818483236880,hotworkmusic,Rookie Rumble,1/16/2025,"2,000",-2000
7451621595094794257,mikemgtv,Rookie Rumble,1/16/2025,"2,000",-2000
7459183456464044048,girldaddy20,Rookie Rumble,1/16/2025,"2,000",-2000
7420590887278755856,everlucent18,Rookie Rumble,1/16/2025,"2,000",-2000
7455906925805600785,dosety,Rookie Rumble,1/16/2025,"2,000",-2000
7359136758577004549,worldwideinc_08,Rookie Rumble,1/16/2025,"2,000",-2000
7359137172429078533,texas_rose_yall_aka_meg,Rookie Rumble,1/16/2025,"2,000",-2000
7359138374126665733,gatorreb3l321,Rookie Rumble,1/16/2025,"2,000",-2000
7444820881479680016,jammerqueen,Rookie Rumble,1/16/2025,"2,000",-2000
7459202382103248912,matia_0g,Rookie Rumble,1/16/2025,"2,000",
7457781689205669905,leo_notdicapri0,Rookie Rumble,1/16/2025,"2,000",
7459202382103248912,matia_0g,Gifted,1/16/2025,,-2000
7457781689205669905,leo_notdicapri0,Gifted,1/16/2025,,-2000
7417960855335354369,pcdrums76,Bonus,1/16/2025,"70,000",-70000
7359135097779519493,bryton.39,Daily Rank,1/16/2025,,
7409743090665242641,theviolution,Royal Rumble,1/15/2025,,
7359134960558571525,smity194,Royal Rumble,1/15/2025,"5,000",
7359134814559174662,haiyy29,Royal Rumble,1/15/2025,"39,000",
7359135264167428102,coloreomusic,Royal Rumble,1/15/2025,,
7359135632007921670,gymlordmarkus,Royal Rumble,1/15/2025,,
7359134813120659461,jeremiahboutross,Royal Rumble,1/15/2025,,
7359135207653539845,_hunterrrrr,Royal Rumble,1/15/2025,,
7359135084659736581,samanthasingsit,Royal Rumble,1/15/2025,,
7359137032024752133,djbowiejane,Royal Rumble,1/15/2025,"5,000",
7359134574070398981,sierralandasmr,Royal Rumble,1/15/2025,"5,000",
7359135286036561926,lsxcrew,Royal Rumble,1/15/2025,,
7359138374126665733,gatorreb3l321,Royal Rumble,1/15/2025,,
7359135732201488390,toxic_luigi69,Royal Rumble,1/15/2025,,
7359134574070398981,sierralandasmr,Gifted,1/15/2025,,-5000
7359134814559174662,haiyy29,Daily Rank,1/14/2025,,
7359134585688522757,singleonthemove,Daily Rank,1/14/2025,,
7454734552142118928,thewhisperfaerieasmr,TABOOST Campaign,1/12/2025,"15,000",
7433607263870517264,alexadrums,TABOOST Campaign,1/12/2025,"10,000",
7451090481020321808,growandglowasmr,TABOOST Campaign,1/12/2025,"5,000",
7359135097779519493,bryton.39,Daily Rank,1/12/2025,,
7359135264167428102,coloreomusic,Gifted,1/11/2025,,-74100
7417960855335354369,pcdrums76,Gifted,1/11/2025,,-80000
7417960855335354369,pcdrums76,Bonus,1/11/2025,"70,000",-70000
7359135097779519493,bryton.39,Bonus,1/11/2025,"70,000",-70000
7359135303527038981,lethallyblondee,Gifted,1/11/2025,,-42000
7409743090665242641,theviolution,Bonus,1/11/2025,"70,000",-35000
7417960855335354369,pcdrums76,Royal Rumble,1/10/2025,,
7409743090665242641,theviolution,Royal Rumble,1/10/2025,"25,000",
7359135207653539845,_hunterrrrr,Royal Rumble,1/10/2025,"2,000",
7403953558330032145,annaaweartist,Royal Rumble,1/10/2025,,
7359135408745447429,b.herbz,Royal Rumble,1/10/2025,,
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,1/10/2025,"4,000",
7359135632007921670,gymlordmarkus,Royal Rumble,1/10/2025,,
7359135286036561926,lsxcrew,Royal Rumble,1/10/2025,,
7359137865995091974,siren_ofthe_stars,Royal Rumble,1/10/2025,,
7454734552142118928,thewhisperfaerieasmr,Royal Rumble,1/10/2025,"2,000",
7413973179343011857,ellezworld__,Royal Rumble,1/10/2025,,
7420590887278755856,everlucent18,Royal Rumble,1/10/2025,,
7455906925805600785,dosety,Royal Rumble,1/10/2025,,
7454734552142118928,thewhisperfaerieasmr,Rookie Rumble,1/9/2025,"2,000",-2000
7359138374126665733,gatorreb3l321,Rookie Rumble,1/9/2025,"2,000",-2000
7452429772661112848,hannahsheppie8,Rookie Rumble,1/9/2025,"2,000",-2000
7451019704396906497,likeromeo,Rookie Rumble,1/9/2025,"2,000",-2000
7413973179343011857,ellezworld__,Rookie Rumble,1/9/2025,"2,000",-2000
7426527818483236880,hotworkmusic,Rookie Rumble,1/9/2025,"2,000",-2000
7413973748551909393,idaffne,Rookie Rumble,1/9/2025,"2,000",-2000
7454733986905161745,its_life_coach_kmack,Rookie Rumble,1/9/2025,"2,000",-2000
7449640519917158417,chuckshadow,Rookie Rumble,1/9/2025,"2,000",-2000
7444820881479680016,jammerqueen,Rookie Rumble,1/9/2025,"2,000",-2000
7455525365369454608,zanemelz,Rookie Rumble,1/9/2025,"2,000",-2000
7455906925805600785,dosety,Rookie Rumble,1/9/2025,"2,000",
7359136363951816710,rockylanemusic,Stage Takeover,1/9/2025,,
7409743090665242641,theviolution,Stage Takeover,1/9/2025,,
7359134574070398981,sierralandasmr,Stage Takeover,1/9/2025,,
7359134961959632902,thecyrilia,Stage Takeover,1/9/2025,"11,000",
7359135264167428102,coloreomusic,Stage Takeover,1/9/2025,,
7417960855335354369,pcdrums76,Stage Takeover,1/9/2025,"39,000",
7359134456151867397,luke.h.reynoldsmusic,Stage Takeover,1/9/2025,"5,000",
7403953558330032145,annaaweartist,Stage Takeover,1/9/2025,,
7417960855335354369,pcdrums76,Bonus,1/9/2025,"70,000",-70000
7359135097779519493,bryton.39,Royal Rumble,1/8/2025,"27,000",
7409743090665242641,theviolution,Royal Rumble,1/8/2025,"2,000",
7359134814559174662,haiyy29,Royal Rumble,1/8/2025,,
7359134875728969734,xx_teamwagner4l_xx,Royal Rumble,1/8/2025,,
7417960855335354369,pcdrums76,Royal Rumble,1/8/2025,,
7359135264167428102,coloreomusic,Royal Rumble,1/8/2025,,
7359135826238013445,fun_with_kermit_usa,Royal Rumble,1/8/2025,"22,000",
7359134574070398981,sierralandasmr,Royal Rumble,1/8/2025,,
7359135207653539845,_hunterrrrr,Royal Rumble,1/8/2025,"5,000",
7359134813120659461,jeremiahboutross,Royal Rumble,1/8/2025,,
7359135727810052101,hotterjakepaul,Royal Rumble,1/8/2025,,
7359135084659736581,samanthasingsit,Royal Rumble,1/8/2025,,
7359135632007921670,gymlordmarkus,Royal Rumble,1/8/2025,,
7359135447072866309,ddannaluna,Royal Rumble,1/8/2025,,
7359137032024752133,djbowiejane,Royal Rumble,1/8/2025,"5,000",
7403953558330032145,annaaweartist,Royal Rumble,1/8/2025,,
7359135727810052101,hotterjakepaul,Gifted,1/8/2025,,-7500
7359135097779519493,bryton.39,Bonus,1/7/2025,"70,000",-70000
7359135097779519493,bryton.39,Daily Rank,1/7/2025,,
7359134585688522757,singleonthemove,Daily Rank,1/7/2025,,
7359134574070398981,sierralandasmr,Gifted,1/6/2025,,-31000
7359135097779519493,bryton.39,Daily Rank,1/5/2025,,
