,Host,3/9,,Level,Month,Discord,Badge,Agent,New,Active,Prorate,Days,Day Pace,Days Goal,Days Left,Hours,Hrs Goal,Hours Left,💎,💎 Pace,Tier,Tier Goal,Tier Left,Tier Status,Tier LM,Grad,💎 Last 30,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,Days Month,Hours Month,Rewards Month,Link
18,7359135998355472389,brayden.pantel,GO,,32,@brayden.pantel,,CARRINGTON,155,Y,1.00,2,31%,7,5,4,15,11,"345,589","1,190,362",4,"1,600,000","1,254,411",Down,6,,"1,403,108","1,482,249","2,512,304",-1,0,53,"65,000",0,"-10,000",1x,0,8,20,0,https://www.tiktok.com/@brayden.pantel
19,7558760842850746382,sarahegant,GO,,6,@sarahegant,,CARRINGTON,457,Y,1.00,5,78%,7,2,11,15,4,"343,655","1,183,701",4,"1,000,000","656,345",Down,5,,"27,151","860,680","269,557",1,0,43,"76,000",0,"48,000",1x,"48,000",11,30,0,https://www.tiktok.com/@sarahegant
20,7576723590549389326,gaywhonotme,GO,1,5,@brandongraja6867,,SVEN + CARRINGTON,235,Y,1.00,9,141%,11,2,32,30,-2,"320,858","1,105,178",4,"1,600,000","1,279,142",Down,6,,"604,767","1,124,167","864,252",6,5,78,"69,000","62,000","5,000",2x,"5,000",22,80,"5,000",https://www.tiktok.com/@gaywhonotme
21,7409743090665242641,theviolution,GO,0,19,@theviolution,Music,CARRINGTON,546,Y,1.00,7,110%,8,1,35,20,-15,"313,258","1,079,000",4,"300,000","-13,258",Up,3,,"121,283","252,697","833,320",-1,1,44,"2,533,600","10,000",0,1x,0,8,20,0,https://www.tiktok.com/@theviolution
22,7359134698641293317,bobbyjwil,GO,1,43,@bobbyjwil,,CARRINGTON,123,Y,1.00,8,125%,11,3,40,30,-10,"307,241","1,058,275",4,"1,000,000","692,759",Down,5,,"1,902,730","629,282","596,896",4,5,67,"120,250",0,250,1x,250,22,80,0,https://www.tiktok.com/@bobbyjwil
23,7359136363951816710,rockylanemusic,GO,1,30,@rockylane,Music,CARRINGTON,126,Y,1.00,9,141%,11,2,25,30,5,"289,699","997,852",3,"1,600,000","1,310,301",Down,6,,"173,619","1,339,912","1,342,827",4,4,76,"1,064,364","65,964","3,500",2x,"3,500",22,80,"2,000",https://www.tiktok.com/@rockylanemusic
24,7359135283092226053,oregonstargirl,GO,1,35,@oregonstargirl,,CARRINGTON,37,Y,1.00,9,141%,11,2,22,30,8,"287,343","989,737",3,"1,600,000","1,312,657",Down,6,,"142,604","1,531,102","1,579,057",4,6,79,"1,155,500","140,000",0,2x,0,22,80,"35,000",https://www.tiktok.com/@oregonstargirl
25,7359136287120719877,redrumstudios,GO,1,31,@.ghostt72,,BRYTON,142,Y,1.00,8,125%,11,3,56,30,-26,"281,148","968,399",3,"200,000","-81,148",Up,2,,"61,226","105,356","2,994",2,-1,28,"4,000",0,"4,000",-,0,15,40,0,https://www.tiktok.com/@redrumstudios
26,7497777597393190929,stefanielauryn415,GO,0,12,@stefanielauryn415,,CARRINGTON,85,Y,1.00,8,125%,8,0,16,20,4,"255,216","879,077",3,"1,600,000","1,344,784",Down,6,,"2,098,594","1,020,019","1,239,134",3,2,65,"115,800",0,"41,800",1x,"41,800",18,60,0,https://www.tiktok.com/@stefanielauryn415
27,7359135698651217926,mystiquedejello,GO,,33,@mystiquedejello,,CARRINGTON,"1,818",Y,1.00,5,78%,7,2,19,15,-4,"247,174","851,377",3,"1,000,000","752,826",Down,5,,"241,853","655,346","574,136",1,0,42,"15,425",0,"14,425",1x,"14,425",11,30,0,https://www.tiktok.com/@mystiquedejello
28,7359135407352610822,burnt.tatertot,GO,,34,@burnt.tatertot,Gaming,CARRINGTON,19,Y,1.00,6,94%,7,1,12,15,3,"246,455","848,901",3,"1,600,000","1,353,545",Down,6,,"199,048","1,329,052","735,549",6,5,75,"130,000",0,"22,000",2x,"22,000",22,80,0,https://www.tiktok.com/@burnt.tatertot
29,7359136272692117509,koryskitchen,GO,0,31,@koryskitchen,Food,CARRINGTON,39,Y,1.00,8,125%,8,0,19,20,1,"244,479","842,094",3,"1,000,000","755,521",Down,5,,"228,415","619,960","459,866",3,3,56,"95,750","45,000","6,250",1x,"6,250",18,60,0,https://www.tiktok.com/@koryskitchen
30,7387268256991657985,titancosplays,GO,1,6,@wolfclanz,,CARRINGTON,53,Y,1.00,9,141%,11,2,46,30,-16,"216,128","744,441",3,"1,000,000","783,872",Down,5,,"197,028","671,705","245,249",5,2,59,"31,000","2,000","29,000",1x,"29,000",22,80,"1,000",https://www.tiktok.com/@titancosplays
31,7359135268521246726,thetrapviolinist,GO,,35,@thetrapviolinist,Music,CARRINGTON,604,Y,1.00,3,47%,7,4,5,15,10,"215,466","742,161",3,"1,000,000","784,534",Down,5,,"10,354,027","504,310","326,036",0,-1,37,"189,000",0,"62,000",1x,"62,000",8,20,"4,000",https://www.tiktok.com/@thetrapviolinist
32,7391438796933546001,mirsowavy,GO,1,8,@shifty0157,Gaming,CARRINGTON,42,Y,1.00,9,141%,11,2,60,30,-30,"210,431","724,818",3,"1,000,000","789,569",Down,5,,"58,157","517,352","368,966",5,5,66,"5,000",0,"5,000",1x,"5,000",22,80,"5,000",https://www.tiktok.com/@mirsowavy
33,7554552006812188727,imjustnicob,GO,1,7,@imjustnico.,Gaming,BRYTON + CARRINGTON,161,Y,1.00,8,125%,11,3,46,30,-16,"207,381","714,312",3,"1,000,000","792,619",Down,5,,"362,532","976,773","1,175,237",5,6,76,"119,000","50,000",0,2x,0,22,80,0,https://www.tiktok.com/@imjustnicob
34,7359134961959632902,thecyrilia,GO,,39,@thecyrilia,Music,CARRINGTON,409,Y,1.00,3,47%,7,4,13,15,2,"197,822","681,387",2,"3,000,000","2,802,178",Down,7,,"49,450","1,692,837","2,104,021",2,6,70,"929,850","36,000","93,350",2x,"93,350",15,40,0,https://www.tiktok.com/@thecyrilia
35,7451090481020321808,growandglowasmr,GO,1,16,@growandglowasmr,ASMR,BRYTON + CARRINGTON,200,Y,1.00,8,125%,11,3,34,30,-4,"192,303","662,377",2,"1,000,000","807,697",Down,5,,"21,099","641,272","595,296",5,5,66,"303,500","35,000","32,500",1x,"32,500",22,80,0,https://www.tiktok.com/@growandglowasmr
36,7359134984718024709,cpayne_04,GO,,38,@cpayne_04,,CARRINGTON,101,Y,1.00,6,94%,7,1,12,15,3,"190,815","657,252",2,"300,000","109,185",Down,3,,"679,052","209,042","396,884",0,1,34,"26,625",0,625,1x,625,8,20,0,https://www.tiktok.com/@cpayne_04
37,7359136672245809158,natalianope,GO,,30,@nataliejoke,Music,CARRINGTON,24,Y,1.00,5,78%,7,2,14,15,1,"171,290","589,999",2,"500,000","328,710",Down,4,,"31,844","484,600","628,757",0,2,40,"750,450","16,000","5,000",1x,"5,000",8,20,"2,000",https://www.tiktok.com/@natalianope
38,7359137631822708741,sam_g_89,GO,,28,@sam_g_89,Gaming,BRYTON + CARRINGTON,41,Y,1.00,6,94%,7,1,18,15,-3,"169,801","584,870",2,"1,000,000","830,199",Down,5,,"31,871","613,809","399,965",3,4,54,"633,500","45,000","6,000",1x,"6,000",18,60,0,https://www.tiktok.com/@sam_g_89
39,7581605738645078071,jordan.borges,GO,1,4,@jordan.borges,,DYLAN + CARRINGTON,88,Y,1.00,8,125%,11,3,50,30,-20,"168,008","578,694",2,"500,000","331,992",Down,4,,"1,200","439,792","431,151",5,5,62,"22,000","17,000","5,000",1x,"5,000",22,80,"3,000",https://www.tiktok.com/@jordan.borges
40,7359135408745447429,b.herbz,GO,,34,@b.herb,,CARRINGTON,6,Y,1.00,2,31%,7,5,4,15,11,"166,018","571,840",2,"500,000","333,982",Down,4,,"49,608","395,806","448,700",0,1,34,"99,150","18,000",0,1x,0,8,20,0,https://www.tiktok.com/@b.herbz
41,7359134507833982981,loisa_asmr,GO,,47,@loisa8427,ASMR,LEVI,224,Y,1.00,1,16%,7,6,3,15,12,"155,256","534,771",2,"100,000","-55,256",Down,1,✧,"1,927,771","67,527","153,405",-1,-1,16,"32,500",0,"20,500",-,0,8,20,0,https://www.tiktok.com/@loisa_asmr
42,7359135281678712838,blakeslifeline,GO,,35,@daddyblake03,,CARRINGTON,235,Y,1.00,6,94%,7,1,16,15,-1,"150,311","517,738",2,"500,000","349,689",Down,4,,"1,963,516","352,402","351,595",2,1,38,"260,750",0,"155,750",1x,"155,750",15,40,0,https://www.tiktok.com/@blakeslifeline
43,7608338554233602062,deearnnap,GO,1,2,@deepenn43,,LEVI,"1,469",Y,1.00,9,141%,11,2,30,30,0,"150,288","517,659",2,"200,000","49,712",-,2,✧,"768,773","90,368",,4,,26,0,0,0,-,0,22,80,0,https://www.tiktok.com/@deearnnap
44,7359137269107916806,metalkitten2,GO,,28,@mistressmetalkitten,,CARRINGTON,360,Y,1.00,4,63%,7,3,14,15,1,"145,765","502,079",2,"1,000,000","854,235",Down,5,,"34,474","541,306","147,471",2,0,33,"14,000",0,"14,000",1x,"14,000",15,40,0,https://www.tiktok.com/@metalkitten2
45,7454359110578864145,alliemsx,GO,,16,@alliems,Gaming,CARRINGTON,27,Y,1.00,4,63%,7,3,18,15,-3,"134,362","462,802",2,"500,000","365,638",Down,4,,"13,732","356,731","535,672",5,5,59,"237,000",0,500,1x,500,22,80,0,https://www.tiktok.com/@alliemsx
46,7595776572192243726,muthafknsid,GO,,3,@sid13md.,,BRYTON + CARRINGTON,163,Y,1.00,6,94%,7,1,45,15,-30,"134,255","462,434",2,"300,000","165,745",Down,3,✧,"2,958","276,018","148,034",5,5,52,"7,000","7,000",0,1x,0,22,80,"2,000",https://www.tiktok.com/@muthafknsid
47,7359134981857280006,averynoelles,GO,,38,@averyszabo,,CARRINGTON,17,Y,1.00,6,94%,7,1,9,15,6,"118,013","406,489",2,"500,000","381,987",Down,4,,"47,262","417,517","422,251",1,2,37,"19,375",0,"14,375",1x,"14,375",11,30,0,https://www.tiktok.com/@averynoelles
48,7359134875733000198,maiazakay,GO,,40,@maiazakay,Music,MARCO,45,Y,1.00,3,47%,7,4,6,15,9,"111,972","385,681",2,"300,000","188,028",Down,3,,"2,152,745","268,133","3,098",0,-1,18,"61,000",0,"15,000",-,0,8,20,"5,000",https://www.tiktok.com/@maiazakay
49,7359134456151867397,luke.h.reynoldsmusic,GO,1,50,@lukereynoldsmusic,Music,CARRINGTON,88,Y,1.00,9,141%,11,2,25,30,5,"108,256","372,882",2,"200,000","91,744",-,2,,"471,188","101,630","848,108",1,2,34,"131,500",0,"-5,000",1x,0,11,30,0,https://www.tiktok.com/@luke.h.reynoldsmusic
50,7527045326104985617,jordananthonymusic,GO,,9,@itsjordananthony,Music,LEVI,233,Y,1.00,4,63%,7,3,9,15,6,"107,028","368,652",2,"500,000","392,972",Down,4,,"344,806","318,094","42,735",1,-1,22,"2,000",0,"2,000",-,0,11,30,0,https://www.tiktok.com/@jordananthonymusic
51,7359134813120659461,jeremiahboutross,GO,1,41,@jeremiahboutross,Gaming,CARRINGTON,58,Y,1.00,9,141%,11,2,43,30,-13,"103,842","357,678",2,"1,000,000","896,158",Down,5,,"108,771","758,627","162,773",5,5,57,"138,100","6,000","12,000",1x,"12,000",22,80,0,https://www.tiktok.com/@jeremiahboutross
52,7539009437726720013,damoyee,GO,,8,@damoyee,Music,CARRINGTON,436,Y,1.00,4,63%,7,3,9,15,6,"103,739","357,323",2,"300,000","196,261",Down,3,,"3,506,522","278,822","353,164",1,1,31,"1,000",0,0,1x,0,11,30,0,https://www.tiktok.com/@damoyee
53,7517471096153718800,imamberleybriana,GO,1,10,@amberley444,,SVEN,176,Y,1.00,8,125%,11,3,23,30,7,"87,033","299,780",1,"200,000","112,967",Down,2,,"61,780","109,786","3,842",1,-1,15,"2,000",0,"2,000",-,0,11,30,"2,000",https://www.tiktok.com/@imamberleybriana
54,7566313243967471630,davidwilliamwatts,GO,,6,@dwatts7776,,ASHLEY,89,Y,1.00,6,94%,7,1,13,15,2,"85,055","292,967",1,"1,000,000","914,945",Down,5,,"1,074,600","522,431","423,343",3,4,49,"65,900","8,000","32,000",1x,"32,000",18,60,0,https://www.tiktok.com/@davidwilliamwatts
55,7359135322615185413,aaronhunt30575,GO,,35,@aaronhunt30,,CARRINGTON,22,Y,1.00,3,47%,7,4,4,15,11,"80,968","278,890",1,"500,000","419,032",Down,4,,"38,643","409,997","888,661",0,1,34,"384,250",0,0,1x,0,8,20,0,https://www.tiktok.com/@aaronhunt30575
56,7359134527924666373,basswizrd,GO,0,47,@jonwick534253642,Gaming,CARRINGTON,878,Y,1.00,7,110%,8,1,31,20,-11,"80,796","278,297",1,"200,000","119,204",Down,2,,"1,401","113,368","179,383",5,5,45,"5,000",0,"5,000",1x,"5,000",22,80,0,https://www.tiktok.com/@basswizrd
57,7601674566645202999,threehundredseventytwo,GO,,2,,,LEVI,292,Y,1.00,4,63%,7,3,11,15,4,"73,548","253,332",1,"100,000","26,452",Down,1,✧,"1,451","8,374",,-1,,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@threehundredseventytwo
58,7555294248464039991,follow_the_breeze,GO,,7,@brianna_the_breeze,Music,CARRINGTON,81,Y,1.00,6,94%,7,1,20,15,-5,"70,049","241,280",1,"1,000,000","929,951",Down,5,,"18,295","851,833","752,245",5,5,62,"42,500","24,500","4,000",1x,"4,000",22,80,"4,000",https://www.tiktok.com/@follow_the_breeze
59,7359137668212490245,sebbythecatdad,GO,,27,@sebbythecatdad,,LEVI,42,Y,1.00,6,94%,7,1,12,15,3,"65,930","227,092",1,"100,000","34,070",Down,1,,"24,734","19,385","390,278",-1,0,13,"328,000",0,"-2,000",-,0,8,20,0,https://www.tiktok.com/@sebbythecatdad
60,7573460772341334029,gorgeousgoddessart,GO,0,5,@deravenj95,,LEVI,"1,503",Y,1.00,7,110%,8,1,34,20,-14,"62,873","216,563",1,"200,000","137,127",Down,2,,"51,085","131,823","46,935",2,4,28,0,0,0,-,0,15,40,0,https://www.tiktok.com/@gorgeousgoddessart
61,7359135857971920902,musicalnugget,GO,,21,@iamamomnow,,CARRINGTON,20,Y,1.00,4,63%,7,3,5,15,10,"60,246","207,514",1,"500,000","439,754",Down,4,,"167,991","380,219","388,375",1,1,30,"1,000",0,"1,000",1x,"1,000",11,30,0,https://www.tiktok.com/@musicalnugget
62,7359135589712560133,silvershadowmark,GO,1,33,@silvershadowmark,,CARRINGTON,218,Y,1.00,9,141%,11,2,44,30,-14,"60,204","207,369",1,"300,000","239,796",Down,3,,"185,532","245,779","178,550",5,5,51,"40,750",0,"20,750",1x,"20,750",22,80,0,https://www.tiktok.com/@silvershadowmark
63,7359135185687904261,ashtingles,GO,,36,@asmrashleybenitez,ASMR,LEVI,"1,246",Y,1.00,6,94%,7,1,12,15,3,"56,428","194,363",1,"500,000","443,572",Down,4,,"69,537","317,268","149,348",2,0,27,"3,500",0,"-2,500",-,0,15,40,0,https://www.tiktok.com/@ashtingles
64,7556036936314470414,laketimemamaw,GO,0,1,@laketimemamaw,,LEVI,677,Y,1.00,7,110%,8,1,19,20,1,"53,627","184,715",1,"100,000","46,373",-,1,✧,"9,183",,,,,3,0,0,0,-,0,8,20,0,https://www.tiktok.com/@laketimemamaw
65,7574878703558180919,southerncharm0726,GO,,5,@reba1977,,ASHLEY,4,Y,1.00,2,31%,7,5,2,15,13,"52,679","181,450",1,"100,000","47,321",Down,1,,"19,928","72,762","143,705",0,2,16,0,0,0,-,0,8,20,0,https://www.tiktok.com/@southerncharm0726
66,7546017169939709965,ardy.afshar,GO,,7,@ardy.afshar,,BRYTON,12,Y,1.00,2,31%,7,5,3,15,12,"52,410","180,523",1,"100,000","47,590",Down,1,,"393,441","69,086","78,009",-1,-1,8,"17,000",0,"17,000",-,0,8,20,0,https://www.tiktok.com/@ardy.afshar
67,7538007038555897911,celia.silva072,GO,0,8,@celiasilva072,,LEVI,20,Y,1.00,7,110%,8,1,20,20,0,"51,961","178,977",1,"200,000","148,039",Down,2,,"23,072","139,046","83,608",2,2,23,0,0,0,-,0,15,40,0,https://www.tiktok.com/@celia.silva072
68,7612102618529185806,ajsrantroom,GO,,1,@ajsrantroom,,LEVI,56,Y,1.00,5,78%,7,2,14,15,1,"51,739","178,212",1,"100,000","48,261",Down,1,✧,"1,521,534",,,,,2,0,0,0,-,0,8,20,0,https://www.tiktok.com/@ajsrantroom
69,7359139156565622790,naseem0815,GO,1,25,@nramcharan,,CARRINGTON,15,Y,1.00,9,141%,11,2,25,30,5,"51,336","176,824",1,"200,000","148,664",Down,2,,"88,659","118,089","121,232",3,3,31,"4,750",0,"4,750",1x,"4,750",18,60,0,https://www.tiktok.com/@naseem0815
70,7359134517946417157,ashleymatute_,GO,,48,@ashleymatute_,,CARRINGTON,41,Y,1.00,2,31%,7,5,8,15,7,"49,877","171,799",1,"1,600,000","1,550,123",Down,6,,"1,621,674","1,218,075","1,361,144",4,6,66,"39,250",0,"39,250",1x,"39,250",22,80,0,https://www.tiktok.com/@ashleymatute_
71,7549665746826281015,official.kim20,GO,1,7,@kimbroroberts,,CARRINGTON,144,Y,1.00,8,125%,11,3,21,30,9,"49,160","169,329",1,"200,000","150,840",Down,2,,"84,182","156,165","334,659",5,4,47,"2,000",0,"2,000",1x,"2,000",22,80,0,https://www.tiktok.com/@official.kim20
72,7444838821734268929,fishon053,GO,,16,@brian503669,,LEVI,31,Y,1.00,6,94%,7,1,22,15,-7,"48,117","165,736",1,"100,000","51,883",Down,1,,"17,715","84,078","20,502",1,0,10,"26,800",0,0,-,0,11,30,0,https://www.tiktok.com/@fishon053
73,7577837917884858382,whoistatumbittick,GO,,5,@tatumbittick,,ASHLEY,122,Y,1.00,1,16%,7,6,2,15,13,"47,540","163,749",1,"200,000","152,460",Down,2,,"2,107,360","111,050","405,094",-1,-1,17,0,0,0,-,0,8,20,0,https://www.tiktok.com/@whoistatumbittick
74,7359135762769608710,mistresswednesday13,GO,,33,@mistresswednesday,,LEVI,36,Y,1.00,3,47%,7,4,8,15,7,"46,817","161,259",1,"500,000","453,183",Down,4,,"141,656","358,474","193,911",2,0,28,"6,500","6,500",0,-,0,15,40,0,https://www.tiktok.com/@mistresswednesday13
75,7550884206759559223,uriquarlesceodfm,GO,,7,@uriq0728,,LEVI,60,Y,1.00,4,63%,7,3,8,15,7,"46,481","160,101",1,"100,000","53,519",Down,1,,"8,471","41,299","14,278",0,-1,5,0,0,0,-,0,8,20,0,https://www.tiktok.com/@uriquarlesceodfm
76,7474398331670626321,_alycen,GO,1,14,@alycen_,,CARRINGTON,986,Y,1.00,9,141%,11,2,54,30,-24,"45,663","157,284",1,"200,000","154,337",Down,2,,"19,267","194,624","521,978",5,5,52,"9,500","2,000","7,500",1x,"7,500",22,80,0,https://www.tiktok.com/@_alycen
77,7433657413758304273,a.marie.911,GO,1,13,@a.marie.911,,LEVI,46,Y,1.00,8,125%,11,3,33,30,-3,"40,519","139,565",1,"500,000","459,481",Down,4,,"26,655","329,588","93,580",2,0,27,"12,000",0,"12,000",-,0,15,40,"2,000",https://www.tiktok.com/@a.marie.911
78,7460375701229912080,azyatk,GO,,5,@azyatk,Music,LEVI,493,Y,1.00,3,47%,7,4,7,15,8,"40,504","139,514",1,"500,000","459,496",Down,4,,"130,259","325,188","55,205",0,0,17,"10,000",0,"10,000",-,0,8,20,"10,000",https://www.tiktok.com/@azyatk
79,7359135184236642309,voyce89,GO,,36,@voyce89,Music,CARRINGTON,89,Y,1.00,2,31%,7,5,4,15,11,"37,321","128,550",1,"300,000","262,679",Down,3,,"308,641","288,595","232,065",1,2,30,"93,250",0,"49,250",1x,"49,250",11,30,0,https://www.tiktok.com/@voyce89
80,7563762554611417101,thatbrokeguy2024,GO,1,6,@dmfjmoney2023,,BRYTON,17,Y,1.00,8,125%,11,3,46,30,-16,"37,043","127,593",1,"100,000","62,957",-,1,,"5,284","37,911","17,752",1,1,11,0,0,0,-,0,11,30,0,https://www.tiktok.com/@thatbrokeguy2024
81,7359137468693872645,shed0fficial,GO,1,21,@shedsings,,CARRINGTON,68,Y,1.00,9,141%,11,2,38,30,-8,"36,396","125,364",1,"200,000","163,604",Down,2,,"37,031","122,015","234,249",4,2,36,"2,750",0,"2,750",1x,"2,750",22,80,0,https://www.tiktok.com/@shed0fficial
82,7359138297592938501,sonnybrightside,GO,,26,@sonnybrightside,,BRYTON,72,Y,1.00,6,94%,7,1,15,15,0,"35,786","123,263",1,"200,000","164,214",Down,2,,"10,408","136,851","142,042",0,2,18,"22,000",0,0,-,0,8,20,0,https://www.tiktok.com/@sonnybrightside
83,7548650142132584461,allltimesam,GO,,7,@alltimesam,Gaming,BRYTON,43,Y,1.00,4,63%,7,3,17,15,-2,"35,735","123,087",1,"200,000","164,265",Down,2,,"2,777","115,329","146,887",2,4,28,0,0,0,-,0,15,40,0,https://www.tiktok.com/@allltimesam
84,7535336479992889358,whitn084,GO,0,8,@whitney552,,LEVI,85,Y,1.00,7,110%,8,1,18,20,2,"34,203","117,810",1,"100,000","65,797",-,1,,"11,829","73,210","106,616",2,5,29,"16,000",0,"16,000",-,0,15,40,0,https://www.tiktok.com/@whitn084
85,7359134574070398981,sierralandmagic,GO,,46,@sierralandasmr,"ASMR, Music",CARRINGTON,111,Y,1.00,3,47%,7,4,10,15,5,"33,447","115,206",1,"1,000,000","966,553",Down,5,,"983,945","690,897","554,362",2,2,39,"609,475","3,000","12,075",1x,"12,075",15,40,0,https://www.tiktok.com/@sierralandmagic
