,Host,TikTok,,Level,Month,Discord,Agent,Ranks,Bonus,New,Tix,Days,Day Pace,Active,Days Left,Hours,Hrs Goal,Hours Left,💎,Status,💎 Last 30,Growth %,Grad Left,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,LH,LH Camps
103,7359134710397763589,swug_asmr,GO,1,41,@samtamb,LEVI,0,0,948,500,13,59%,Y,1.00,49,60,11,"74,083",,"74,083",25%,NR,"59,394","154,050",-1,1,8,"19,250",0,"19,250",-,0,FALSE,FALSE
104,7581641735269302327,battyfog,GO,4,2,@battyfog,ALLIE,0,0,465,0,25,114%,Y,1.00,87,80,-,"73,730",,"73,676",145%,NR,"30,075",,2,,22,0,0,0,-,0,FALSE,FALSE
105,7359135689868443654,carringtonchronicles,GO,5,31,@carringtonchronicles,LEVI,0,0,461,2K,24,109%,Y,1.00,106,80,-,"71,893",,"71,893",76%,NR,"40,872","24,480",0,-1,21,0,0,"-30,000",-,0,,106
106,7467718585595723793,a_aronfish,GO,0,12,@a_aronfish,LEVI,0,0,128,0,10,45%,Y,1.00,19,20,1,"68,740",,"68,740",2132%,NR,"3,080",35,-1,-1,4,0,0,0,-,0,FALSE,FALSE
107,7589643748636868663,miss__kimmy,GO,3,1,@kimmys_8_46425,ASHLEY,0,0,208,0,25,114%,Y,0.97,72,80,8,"68,620",✦,"68,620",#DIV/0!,57,,,,,12,0,0,0,1x,0,FALSE,FALSE
108,7495253032972812304,mamaghosti3,GO,1,2,@mamaghosti3,LEVI,0,0,482,0,14,64%,Y,1.00,56,60,4,"67,768",✦,"67,695",1135%,34,"5,486",,1,,9,0,0,0,1x,0,FALSE,FALSE
109,7463636777518088193,itsbriannablake,GO,1,13,@brianna_iguana,LEVI,0,0,"1,410",22K,13,59%,Y,1.00,29,40,11,"59,222",✧,"56,002",N,NR,0,"57,571",-1,0,5,"7,000",0,"7,000",-,0,FALSE,FALSE
110,7568976409566298126,lowrainnn1,GO,0,3,@lowrainnn,JOE,0,0,63,1K,8,36%,Y,1.00,38,40,2,"57,258",✦,"44,508",-72%,-2,"204,151","19,867",0,0,16,0,0,0,1x,0,FALSE,FALSE
111,7467455099565178896,medusawhispers,GO,-1,12,@medusawhispers,LEVI,0,0,645,0,5,23%,Y,1.00,9,15,6,"57,229",,"57,229",N,NR,0,0,-1,-1,2,0,0,0,-,0,FALSE,FALSE
112,7359135064308842502,lifeoflizzard,GO,-1,35,@lifeoflizzard,LEVI,0,0,9,33K,2,9%,Y,1.00,4,15,11,"56,817",,"56,817",-36%,NR,"88,245","133,919",-1,-1,6,"40,500",0,"28,500",-,0,FALSE,FALSE
113,7587257848577441847,im.just.a.girly39,GO,5,2,@nicoles.here3,BRYTON,0,0,101,0,24,109%,Y,1.00,158,80,-,"55,811",,"55,811",990%,NR,"5,118",,4,,29,0,0,0,-,0,FALSE,FALSE
114,7359137108000473094,adamclouserofficial,GO,0,19,,BRYTON,0,0,247,0,11,50%,Y,1.00,20,40,20,"55,779",✧,"55,059",-69%,NR,"178,999","198,740",1,2,14,"5,750",0,"5,750",-,0,FALSE,FALSE
115,7359139453274947589,angeleyez39,GO,-1,23,@angeleyez39,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,"55,476",,"55,476",10548%,NR,521,"78,751",-1,-1,2,"1,750",0,"1,750",-,0,FALSE,FALSE
116,7460375701229912080,azyatk,GO,0,3,@azyatk,LEVI,0,0,"3,145",2K,8,36%,Y,1.00,17,20,3,"55,205",✦,"55,205",-77%,2,"242,906","62,791",1,0,18,0,0,0,1x,0,FALSE,FALSE
117,7572411477894643767,cecelove320,GO,4,3,@cecechristian,CARRINGTON,0,"1,000",325,1K,28,127%,Y,1.00,94,80,-,"53,654",✦,"52,923",27%,8,"42,413","20,747",5,4,31,0,0,0,1x,0,FALSE,FALSE
117,7596161558443671565,biiig46,GO,1,1,@kantafukada,BRYTON,0,0,61,0,6,27%,Y,0.48,25,40,15,"51,680",✦,"51,680",#DIV/0!,72,,,,,5,0,0,0,1x,0,FALSE,FALSE
119,7498149470513889297,sierralevesquemusic,GO,-1,10,@sierralevesque,LEVI,0,0,870,1K,4,18%,Y,1.00,7,15,8,"51,594",,"51,594",-40%,NR,"85,489","143,845",-1,-1,6,"37,500",0,"32,500",-,0,FALSE,FALSE
120,7579054541350486030,tarotwithchris,GO,2,2,@cmadpoet,LEVI,0,0,"2,085",0,29,132%,Y,1.00,57,60,3,"50,440",✦,"50,440",549%,26,"7,774",,0,,9,0,0,0,1x,0,FALSE,FALSE
120,7594348083929006094,caroleens,GO,2,1,@caroleens,LEVI,0,0,272,0,10,45%,Y,0.61,34,40,6,"48,267",,"48,267",#DIV/0!,NR,,,,,8,0,0,0,-,0,FALSE,FALSE
122,7405584046161412113,tbone_ga,GO,2,18,@tbone_94912,LEVI,0,0,122,100,16,73%,Y,1.00,42,60,18,"47,755",,"47,162",-61%,NR,"122,277","158,724",3,3,23,500,0,500,-,0,FALSE,FALSE
123,7573460772341334029,gorgeousgoddessart,GO,4,3,@deravenj95,LEVI,0,0,"1,036",0,24,109%,Y,1.00,89,80,-,"46,935",,"42,734",-55%,NR,"103,678","38,287",3,4,28,0,0,0,-,0,FALSE,FALSE
124,7375048727318446081,jameagledavinci,GO,4,20,@jamdavinci,MEL,0,"1,000",107,1K,22,100%,Y,1.00,84,80,-,"45,352",✧,"45,252",875%,NR,"4,650","48,165",2,2,20,0,0,0,-,0,FALSE,FALSE
125,7359136220175237125,samuelciafaloni,GO,1,12,@crippychuffy2786,COLTON,0,"1,000",13,7K,12,55%,Y,1.00,36,40,4,"44,391",,"44,288",-72%,NR,"161,287","27,561",2,1,19,"4,000",0,"-2,000",-,0,FALSE,FALSE
126,7401303186457444368,codenamekodi,GO,0,18,@codenamekodi,LEVI,0,0,"1,287",0,8,36%,Y,1.00,29,40,11,"43,963",,"32,393",-50%,NR,"88,669","49,398",0,0,8,0,0,0,-,0,FALSE,FALSE
127,7548574120376647694,sosefinaaah,GO,5,5,,CARRINGTON,0,0,175,0,27,123%,Y,1.00,140,80,-,"43,392",,"42,423",22%,NR,"35,460","43,559",5,0,33,0,0,0,1x,0,FALSE,FALSE
128,7527045326104985617,jordananthonymusic,GO,-1,7,@itsjordananthony,LEVI,0,0,71,2K,1,5%,Y,1.00,2,15,13,"42,735",,"42,735",-81%,NR,"225,971","501,257",-1,1,14,0,0,0,-,0,FALSE,FALSE
129,7359135203312336901,_beeeems_,GO,2,34,@_beeeems_,LEVI,0,0,976,4K,17,77%,Y,1.00,41,60,19,"42,246",✧,"42,246",723%,NR,"5,134",133,-1,-1,8,"4,250",0,"4,250",-,0,,41
130,7451027162578255889,skullznbowlz,GO,5,14,,SIERRA,0,0,111,0,24,109%,Y,1.00,133,80,-,"42,171",,"38,807",-37%,NR,"67,346","62,698",5,5,35,0,0,0,1x,0,- / -,133
131,7534478942514855949,caymanmjohn,GO,0,6,@johhnnycatman,LEVI,0,0,86,9K,12,55%,Y,1.00,22,40,18,"41,975",✧,"41,459",92%,NR,"21,916","107,621",0,2,5,"31,000",0,0,-,0,FALSE,FALSE
132,7554981574454919223,stephintechnicolor,GO,-1,5,@stephild,MEL,0,0,5,0,4,18%,Y,1.00,9,15,6,"38,878",✧,"38,878",168%,NR,"14,490","1,967",-1,-1,1,"1,000",0,0,-,0,FALSE,FALSE
133,7359135172404740102,steven_dean,GO,-1,34,@steven_dean.,LEVI,0,0,194,2K,6,27%,Y,1.00,14,15,1,"37,650",,"32,747",-15%,NR,"44,518","92,959",-1,0,3,"9,975",0,"9,975",-,0,FALSE,FALSE
134,7359139426389262342,poecelain,GO,5,23,,SVEN,0,0,162,0,26,118%,Y,1.00,119,80,-,"37,298",✧,"35,276",2960%,NR,"1,219",124,3,-1,25,0,0,0,-,0,FALSE,FALSE
135,7359135264155107334,danielsbrowning,GO,0,33,@danielsbrowning,LEVI,0,0,345,0,8,36%,Y,1.00,17,20,3,"34,810",,"34,810",11%,NR,"31,481","38,066",-1,0,3,0,0,0,-,0,FALSE,FALSE
136,7435830178007449617,its_gigi_babi,GO,3,15,@gigi_babi,LEVI,0,0,161,1K,23,105%,Y,1.00,76,80,4,"34,581",,"34,438",157%,NR,"13,469","30,805",0,2,11,0,0,0,-,0,FALSE,FALSE
137,7574516554717675575,fabtiff75,GO,5,3,@tiffraz5,CARRINGTON,0,0,226,0,27,123%,Y,1.00,125,80,-,"33,363",✦,"31,713",-32%,13,"48,716","14,395",4,3,30,0,0,0,1x,0,FALSE,FALSE
138,7546388294167216142,zordoth,GO,2,5,@zordoth_,LEVI,0,0,"3,204",0,16,73%,Y,1.00,65,80,15,"33,011",,"33,011",-3%,NR,"33,921","40,241",2,2,14,0,0,0,-,0,FALSE,FALSE
139,7591301261329285175,queen_maddy_1202,GO,0,1,@queen_maddy_1202,BRYTON,0,"1,000",140,1K,8,36%,Y,0.87,28,40,12,"32,725",,"32,725",#DIV/0!,NR,,,,,2,0,0,0,-,0,FALSE,FALSE
139,7592049908509818894,ash_bittickkk,GO,0,1,@ashleybittick,ASHLEY,0,0,42,0,7,32%,Y,0.81,15,20,5,"32,236",,"32,236",#DIV/0!,NR,,,,,2,0,0,0,-,0,FALSE,FALSE
141,7582802583895523341,leahhmelia,GO,-1,2,@leahbeah1233,ALLIE,0,0,187,0,2,9%,Y,1.00,5,15,10,"31,223",,"31,223",N,NR,0,,-1,,1,0,0,0,-,0,FALSE,FALSE
141,7595842605108445239,tarotbymoonbeam,GO,2,1,,LEVI,0,0,553,0,12,55%,Y,0.52,26,40,14,"30,931",✦,"30,931",#DIV/0!,71,,,,,7,0,0,0,1x,0,FALSE,FALSE
143,7575262176085164045,genxjamz,GO,3,3,@genxjamz,LEVI,0,0,163,1K,23,105%,Y,1.00,66,80,14,"28,848",,"24,030",-64%,NR,"79,230","4,017",5,1,28,0,0,0,-,0,FALSE,FALSE
144,7359134698641162245,zaileybimmerman,GO,3,41,@roostersworld98,LEVI,0,0,427,0,23,105%,Y,1.00,76,80,4,"28,817",,"28,817",-22%,NR,"37,123","6,690",2,-1,17,0,0,0,-,0,FALSE,FALSE
145,7359135444145274886,srt_berner420,GO,-1,32,@itsme261,LEVI,0,0,128,0,2,9%,Y,1.00,6,15,9,"27,677",,"27,677",-57%,NR,"64,739","60,919",-1,-1,4,"6,250",0,"6,250",-,0,FALSE,FALSE
146,7541597194860838926,x.xiii.x,GO,0,6,@luciaxiii,LEVI,0,0,329,4K,9,41%,Y,1.00,24,40,16,"25,478",✧,"25,478",29%,NR,"19,748","63,467",-1,-1,2,0,0,0,-,0,FALSE,FALSE
147,7370643117634224145,beautiful_soul_25,GO,2,15,@queen_nala_,LEVI,0,0,220,0,20,91%,Y,1.00,54,60,6,"24,442",✧,"24,439",636%,NR,"3,322",434,0,-1,8,"2,000",0,0,-,0,FALSE,FALSE
148,7359135410272239622,lolthatsrichie,GO,-1,32,@deekay7118,LEVI,0,0,1,300,0,0%,Y,1.00,1,15,14,"24,283",,"24,168",-57%,NR,"56,472",729,-1,-1,3,"6,975",0,"6,975",-,0,FALSE,FALSE
149,7359134987574181894,tessicavision,GO,-1,1514,@tessicavision,LEVI,0,0,83,500,5,23%,Y,1.00,21,40,19,"23,900",#N/A,0,-50%,NR,"47,967","9,059",-1,-1,3,"7,000",0,"7,000",#N/A,#N/A,FALSE,FALSE
150,7390068722897174529,softglamasmr,GO,1,6,@makeupbystephiemarie,LEVI,0,0,941,0,16,73%,Y,1.00,34,40,6,"23,590",,"23,590",-20%,NR,"29,668","28,045",1,0,8,0,0,0,-,0,FALSE,FALSE
151,7556036722329698317,blessxblessx,GO,1,4,@blessx6975,LEVI,0,0,139,0,12,55%,Y,1.00,116,80,-,"23,514",✧,"20,490",40%,NR,"16,832","35,822",2,2,10,0,0,0,-,0,FALSE,FALSE
152,7567822393935380494,the_greekbeast,GO,-1,3,@thegreekbeast514,JOE,0,"1,000",60,16K,4,18%,Y,1.00,16,20,4,"23,044",,"23,038",-99%,NR,"1,718,168","355,543",6,3,39,"37,000","27,000","10,000",1x,"10,000",FALSE,FALSE
153,7504376226061123585,juustjewel,GO,-1,5,@jeweljonesfree,LEVI,0,0,162,8K,3,14%,Y,1.00,7,15,8,"22,930",,"20,214",2431%,NR,906,"58,664",-1,0,1,"26,000",0,"10,000",-,0,FALSE,FALSE
154,7444838821734268929,fishon053,GO,0,14,@brian503669,LEVI,0,0,12,25K,10,45%,Y,1.00,28,40,12,"20,502",,"20,502",-91%,NR,"239,842","58,890",2,1,20,"26,800","12,000",0,-,0,FALSE,FALSE
155,7581270140747137079,swiggitymann,GO,0,2,@swiggityman,BRYTON,0,0,597,0,11,50%,Y,1.00,41,60,19,"19,150",,"19,150",-81%,NR,"99,118",,2,,12,0,0,0,-,0,FALSE,FALSE
156,7460310629711134737,its_cassieh,GO,-1,11,@its_cassieherman,BRYTON,0,0,72,0,6,27%,Y,1.00,9,15,6,"19,118",,"11,773",21%,NR,"15,831","6,937",-1,-1,1,"12,000",0,"8,000",-,0,FALSE,FALSE
157,7571250824484175885,davispack6,GO,0,3,@traceydavis0731,LEVI,0,0,521,0,11,50%,Y,1.00,33,40,7,"19,003",,"19,003",42%,NR,"13,337","31,212",0,2,3,0,0,0,-,0,FALSE,FALSE
158,7491102902766043137,turkcotton,GO,-1,10,@turkishcotton,BRYTON,0,0,557,0,1,5%,Y,1.00,10,15,5,"18,232",✧,"18,232",-27%,NR,"24,866","31,954",-1,-1,2,"11,250",0,"11,250",-,0,FALSE,FALSE
159,7359135264155140102,umparker,GO,2,33,@chipy.,LEVI,0,0,"1,664",0,15,68%,Y,1.00,49,60,11,"18,128",✧,"18,128",N,NR,0,0,-1,-1,7,0,0,0,-,0,FALSE,FALSE
160,7423567910435635217,xx_destmarie,GO,1,3,@destmarie25,LEVI,0,0,417,0,13,59%,Y,1.00,51,60,9,"18,096",,"17,964",387%,NR,"3,714","21,294",0,3,5,0,0,0,-,0,FALSE,FALSE
161,7398369743926804497,ryanrevard,GO,0,18,@ryanrevard,LEVI,0,0,246,0,8,36%,Y,1.00,27,40,13,"18,019",,"17,779",-56%,NR,"40,980","62,073",0,-1,5,0,0,0,-,0,,27
162,7563762554611417101,thatbrokeguy2024,GO,1,4,@dmfjmoney2023,BRYTON,0,0,5,0,12,55%,Y,1.00,45,60,15,"17,752",✧,"17,752",-63%,-16,"47,919","35,548",2,0,12,0,0,0,-,0,FALSE,FALSE
163,7460332171950161936,dimplesarelife,GO,-1,1514,,LEVI,0,0,22,0,5,23%,Y,1.00,12,15,3,"17,553",✦,"16,445",39%,NR,"12,609",105,-1,-1,1,0,0,0,1x,0,FALSE,FALSE
164,7556036369030823991,perfectaimm,GO,2,4,,LEVI,0,0,887,0,25,114%,Y,1.00,48,60,12,"17,344",✧,"17,323",-47%,NR,"32,884","19,043",3,3,17,0,0,0,-,0,FALSE,FALSE
165,7542994340252008462,destany717,GO,0,6,,LEVI,0,0,172,0,11,50%,Y,1.00,18,20,2,"17,090",✧,"17,090",14761%,NR,115,290,-1,-1,2,0,0,0,-,0,FALSE,FALSE
166,7585925369484656654,zerixkbm,GO,4,2,@zerixkbm,BRYTON,0,0,543,0,24,109%,Y,1.00,91,80,-,"15,874",✦,"14,874",970%,44,"1,483",,2,,19,0,0,0,1x,0,FALSE,FALSE
167,7535567490525675533,nita_b1068,GO,0,6,@azphillips78,LEVI,0,0,25,0,9,41%,Y,1.00,41,60,19,"15,145",✧,"15,145",6%,NR,"14,273","11,359",0,0,3,0,0,0,-,0,FALSE,FALSE
167,7595395796338720781,walmart.grey,GO,1,1,,LEVI,0,0,603,0,8,36%,Y,0.55,32,40,8,"14,490",✦,"14,490",#DIV/0!,70,,,,,4,0,0,0,1x,0,FALSE,FALSE
169,7579785876688093239,tatted_golfer_,GO,0,2,,PAUL,0,0,4,0,10,45%,Y,1.00,35,40,5,"14,350",,"14,350",-80%,NR,"71,444",,1,,8,0,0,0,-,0,FALSE,FALSE
170,7550884206759559223,uriquarlesceodfm,GO,-1,5,@uriq0728,MEL,0,0,34,0,2,9%,Y,1.00,6,15,9,"14,278",,"14,278",-72%,NR,"51,799","43,106",-1,0,3,0,0,0,-,0,FALSE,FALSE
171,7583156191761678391,t.colvvv,GO,-1,2,@huncho1522,LEVI,0,0,37,0,4,18%,Y,1.00,10,15,5,"14,181",✦,"14,181",54%,37,"9,193",,-1,,1,0,0,0,1x,0,FALSE,FALSE
172,7467472515904831489,backwoodscaiden,GO,0,12,@backwoodscaiden2025,BRYTON,0,"5,000",22,26K,8,36%,Y,1.00,22,40,18,"13,432",✧,"13,432",-91%,NR,"143,725","2,309",0,-1,10,"11,000",0,"-4,000",-,0,FALSE,FALSE
173,7571250938317651982,therealhambino,GO,2,3,@therealhambino,BRYTON,0,0,339,0,16,73%,Y,1.00,42,60,18,"13,082",✦,"12,600",-72%,5,"46,951","19,936",3,2,18,0,0,0,1x,0,FALSE,FALSE
174,7399857919480840209,inside_the_autistic_mind,GO,0,6,@gracied28,BRYTON,0,0,9,0,9,41%,Y,1.00,25,40,15,"12,920",✧,"12,778",117%,NR,"5,962","17,285",0,1,3,0,0,0,-,0,FALSE,FALSE
175,7504020275906740240,thecontroversialblonde,GO,-1,9,@thecontroversialblonde,SVEN,0,0,0,0,1,5%,Y,1.00,2,15,13,"12,658",✧,"12,658",-25%,NR,"16,968","4,623",-1,-1,1,"2,500",0,0,-,0,FALSE,FALSE
176,7359138435900407813,lalibibaby,GO,-1,24,,LEVI,0,0,5,0,1,5%,Y,1.00,2,15,13,"12,505",✧,"12,505",N,NR,0,0,-1,-1,1,0,0,0,-,0,,2
177,7361660026877952017,x_dark_one_x,GO,-1,22,@x_dark_one_x,BRYTON,0,0,19,0,5,23%,Y,1.00,22,40,18,"12,401",,"12,401",284%,NR,"3,226",0,-1,-1,1,0,0,0,-,0,FALSE,FALSE
177,7478580508411084801,auesomemoma,GO,2,1,@ausomemom1,LEVI,0,"3,000",42,3K,13,59%,Y,0.71,58,60,2,"11,877",,"11,877",#DIV/0!,NR,,,,,7,0,0,0,-,0,FALSE,FALSE
179,7488060057272254465,alfredoswifey,GO,1,6,@avamouse,LEVI,0,0,20,2K,14,64%,Y,1.00,41,60,19,"11,798",✧,"11,798",-66%,NR,"34,667","45,907",2,2,11,0,0,0,-,0,FALSE,FALSE
180,7371646533651005456,sayeh2002,GO,-1,21,@sayeh2002_96458,LEVI,0,0,10,0,1,5%,Y,1.00,3,15,12,"11,731",✧,"11,731",N,NR,0,9,-1,-1,1,"12,500",0,"12,500",-,0,,3
181,7359139280323182598,t1dfighter03_24_12,GO,0,23,,LEVI,0,0,26,0,8,36%,Y,1.00,29,40,11,"11,445",✧,"11,445",216%,NR,"3,617",357,-1,-1,2,0,0,0,-,0,FALSE,FALSE
182,7364134731081924609,modern_ragnar_1.0,GO,-1,21,,MEL,0,0,0,200,1,5%,Y,1.00,1,15,14,"11,333",✧,"8,747",144%,NR,"4,654","6,737",-1,-1,1,0,0,0,-,0,FALSE,FALSE
183,7580527970687959095,stary750v2,GO,0,2,@stary750v2,LEVI,0,0,48,0,11,50%,Y,1.00,30,40,10,"11,229",✦,"11,229",72%,30,"6,529",,-1,,2,0,0,0,1x,0,FALSE,FALSE
184,7359138374126665733,wound3dgator,GO,-1,24,@gatorreb3l,BRYTON,0,0,11,0,4,18%,Y,1.00,15,20,5,"11,061",✧,"11,055",38%,NR,"7,996",200,-1,-1,1,"16,000",0,"-2,000",-,0,FALSE,FALSE
185,7359135732201488390,toxic_luigi69,GO,-1,31,@toxic_luigi,LEVI,0,0,4,6K,6,27%,Y,1.00,12,15,3,"10,976",,"6,599",-70%,NR,"37,183","149,016",-1,-1,2,"2,500",0,"2,500",-,0,FALSE,FALSE
186,7551954482628673591,kenziehuggg,GO,2,5,@kenziehugg,BRYTON,0,0,349,0,17,77%,Y,1.00,87,80,-,"9,920",✧,"8,756",-60%,NR,"24,706","2,629",2,1,14,0,0,0,-,0,FALSE,FALSE
187,7415856990070751233,zezecod,GO,-1,17,@zeze.ios_28371,LEVI,0,0,211,0,6,27%,Y,1.00,18,20,2,"9,872",✧,"9,872",173%,NR,"3,611",14,-1,-1,1,0,0,0,-,0,FALSE,FALSE
188,7457401443486826512,_kristie032,GO,0,13,@kristie_32,PAUL,0,0,1,0,8,36%,Y,1.00,18,20,2,"9,788",✧,"9,701",-75%,NR,"39,583","29,075",0,0,4,0,0,0,-,0,FALSE,FALSE
189,7359135353263030278,codyglenncoxmusic,GO,-1,33,@codyglenncoxmusic,LEVI,0,0,21,100,1,5%,Y,1.00,1,15,14,"9,638",,"9,638",N,NR,0,"4,127",-1,-1,1,"10,875",0,"10,875",-,0,FALSE,FALSE
190,7451019704396906497,likeromeo,GO,0,14,@likeromeo,LEVI,0,0,33,7K,10,45%,Y,1.00,25,40,15,"9,437",✧,"9,437",-7%,NR,"10,177","53,973",-1,2,2,"9,000",0,"7,000",-,0,10d / 35h,25
191,7359134498598158342,caleb_caldwell1,GO,-1,46,@calebcaldwell,LEVI,0,0,19,0,1,5%,Y,1.00,1,15,14,"9,426",,"9,426",231%,NR,"2,845","9,989",-1,-1,1,"83,125",0,"83,125",-,0,FALSE,FALSE
192,7359136478452088837,davehowardshow,GO,-1,10,@davehowardshow_80270,LEVI,0,"1,000",66,1K,4,18%,Y,1.00,7,15,8,"9,415",✧,"5,577",N,NR,0,"3,345",-1,-1,1,0,0,0,-,0,FALSE,FALSE
193,7359135099172159494,mayhem.meadows.farm,GO,-1,35,@robersoncreekfarm,LEVI,0,0,85,0,4,18%,Y,1.00,10,15,5,"9,410",,"9,410",-56%,NR,"21,519","17,173",-1,-1,2,"2,000",0,"2,000",-,0,FALSE,FALSE
194,7359134964962623494,.dianaaa__,GO,-1,37,@diannaa.xo,LEVI,0,0,6,0,2,9%,Y,1.00,3,15,12,"9,359",,"9,359",N,NR,0,"1,547",-1,-1,1,"1,500",0,"1,500",-,0,FALSE,FALSE
195,7582956443989524535,johnstonecountry,GO,0,2,@johnstonecountry,DYLAN,0,0,415,0,8,36%,Y,1.00,29,40,11,"9,064",✦,"9,064",11%,36,"8,190",,-1,,2,0,0,0,1x,0,FALSE,FALSE
196,7359135484905553925,nicolefarahh,GO,-1,32,@nicolefarah.,LEVI,0,0,131,500,0,0%,Y,1.00,1,15,14,"9,062",,"9,062",466%,NR,"1,601","424,606",-1,-1,1,"11,250",0,"11,250",-,0,,1
197,7359134682556170245,smilinjacks69,GO,-1,42,@thejachakrachakra,SIERRA,0,0,6,1K,2,9%,Y,1.00,2,15,13,"9,007",,"9,007",-74%,NR,"34,271",332,-1,-1,2,"3,000",0,"3,000",-,0,FALSE,FALSE
197,7592009074502451213,clovonet02,GO,3,1,@clovonet8977,LEVI,0,0,22,1K,8,36%,Y,0.32,20,40,20,"8,654",✦,"8,654",#DIV/0!,77,,,,,10,0,0,0,1x,0,FALSE,FALSE
199,7579814318795997197,gudinoashley,GO,1,2,@ajgudino87,LEVI,0,0,69,0,12,55%,Y,1.00,27,40,13,"8,508",✦,"8,508",261%,28,"2,356",,-1,,4,0,0,0,1x,0,FALSE,FALSE
200,7437320426143055889,sunshinebloomed,GO,-1,15,@thederrrtygirl,LEVI,0,0,11,0,4,18%,Y,1.00,11,15,4,"8,214",✧,"8,214",498%,NR,"1,373",50,-1,-1,1,0,0,"-45,000",-,0,FALSE,FALSE
201,7359134813124689926,thetiralositwins,GO,-1,39,@thetiralositwins,LEVI,0,0,5,14K,0,0%,Y,1.00,2,15,13,"8,213",,"8,213",-26%,NR,"11,129","22,655",-1,-1,1,"5,625",0,"5,625",-,0,FALSE,FALSE
202,7496160474296483841,thejackschittt,GO,3,10,@randomgamingguy,LEVI,0,0,37,0,23,105%,Y,1.00,68,80,12,"7,792",✧,"7,718",6984%,NR,110,0,3,2,19,0,0,0,-,0,FALSE,FALSE
203,7359135736874467333,jovanijara99,GO,-1,31,@yobani7322,LEVI,0,0,15,1K,1,5%,Y,1.00,3,15,12,"7,722",,"7,722",-67%,NR,"23,180","32,053",-1,-1,2,"19,500",0,"9,500",-,0,FALSE,FALSE
204,7363729312689963025,julianpalacios2001,GO,2,22,@j_palacios23,SVEN,0,0,43,0,22,100%,Y,1.00,53,60,7,"7,591",✧,"7,571",-79%,NR,"36,679","7,647",5,1,23,0,0,0,-,0,FALSE,FALSE
205,7379128586931929104,kingeloteroman,GO,4,20,,LEVI,0,0,188,0,23,105%,Y,1.00,87,80,-,"7,533",,"7,533",265%,NR,"2,065","1,098",2,5,19,"10,000",0,"10,000",-,0,FALSE,FALSE
206,7451762103951589377,sjay_96,GO,-1,14,,LEVI,0,0,183,0,6,27%,Y,1.00,20,40,20,"7,455",✧,"7,255",-53%,NR,"15,864","5,486",0,0,2,0,0,0,-,0,FALSE,FALSE
207,7402863261353312273,fatalparadox11877,GO,2,18,@fatalparadox11877,MEL,0,0,25,1K,15,68%,Y,1.00,62,80,18,"7,180",✧,"6,052",104%,NR,"3,524","25,042",5,4,22,"2,500",0,"2,500",-,0,FALSE,FALSE
208,7403953558330032145,annaaweartist,GO,-1,18,@annaaweartist,LEVI,0,0,30,59K,2,9%,Y,1.00,3,15,12,"7,012",,"7,012",N,NR,0,818,-1,-1,1,"56,700",0,"2,500",-,0,,3
209,7454734609608146945,fdgaming19,GO,0,13,@warrencody71,SIERRA,0,0,56,0,8,36%,Y,1.00,42,60,18,"6,930",✧,"4,583",-13%,NR,"8,003","4,227",0,0,3,0,0,0,-,0,FALSE,FALSE
209,7498425395025330192,jonathan.mcclaine,GO,-1,10,@tupaceditz0405,COLTON,0,0,80,0,0,0%,Y,1.00,1,15,14,"6,867",✧,"6,867",14%,NR,"6,026",777,-1,-1,1,0,0,0,-,0,FALSE,FALSE
211,7554923164661268494,ogdiablos,GO,-1,5,@xdiablos,BRYTON,0,0,2,0,2,9%,Y,1.00,5,15,10,"6,757",✧,"6,757",-4%,NR,"7,010","30,932",-1,1,1,0,0,0,-,0,FALSE,FALSE
212,7510767609743343632,arivassallo914,GO,3,8,@lasirena9149471,SVEN,0,0,328,0,21,95%,Y,1.00,67,80,13,"6,728",✧,"6,711",-36%,NR,"10,548","3,869",3,4,19,0,0,0,-,0,FALSE,FALSE
213,7523616145459527681,midnightxreign,GO,-1,3,@marianaabb,ALLIE,0,0,17,0,5,23%,Y,1.00,10,15,5,"6,635",,"6,635",122%,NR,"2,995",323,-1,-1,1,0,0,0,-,0,FALSE,FALSE
214,7538299940934828046,dovahkiinsdaydream,GO,-1,6,@queenskyrim,LEVI,0,0,0,0,4,18%,Y,1.00,6,15,9,"6,598",✧,"6,598",N,NR,0,80,-1,-1,1,0,0,0,-,0,FALSE,FALSE
215,7488407886146830337,mecheware1959,GO,2,10,@mecheware,SVEN,0,0,3,0,17,77%,Y,1.00,51,60,9,"6,391",✧,"2,872",168%,NR,"2,388","7,905",0,2,8,0,0,0,-,0,FALSE,FALSE
216,7359135416206950406,tripsevenofficial1,GO,-1,32,@tripseven,LEVI,0,0,1,1K,2,9%,Y,1.00,7,15,8,"6,355",,"6,355",137%,NR,"2,685","2,590",-1,-1,1,"20,500",0,"20,500",-,0,FALSE,FALSE
217,7409457835299356689,boundmanlove,GO,1,17,@boundmanlove,LEVI,0,0,369,0,14,64%,Y,1.00,42,60,18,"6,344",✧,"6,344",-41%,NR,"10,806","10,551",1,1,7,"31,000",0,"1,000",-,0,,42
218,7585352104148090935,pnwliving,GO,-1,2,,LEVI,0,0,53,0,1,5%,Y,1.00,7,15,8,"6,108",,"4,166",-15%,NR,"7,220",,-1,,1,0,0,0,-,0,FALSE,FALSE
